pull_index,E_MeV,f
1,7.934,1.0282517200507204
1,7.958,1.0282980551527263
1,7.982,1.02834401243744
1,8.006,1.0283895128342644
1,8.03,1.0284351562017386
1,8.054,1.0284807356686156
1,8.078,1.0285259717811968
1,8.102,1.028570870667333
1,8.126,1.028615086444012
1,8.15,1.0286593199698693
1,8.174,1.0287032245826182
1,8.198,1.0287468058420235
1,8.222,1.0287900654290405
1,8.246,1.0288330081960635
1,8.27,1.028875636344609
1,8.294,1.028917954045096
1,8.318,1.028959963999813
1,8.342,1.0290013319784312
1,8.366,1.0290427376252491
1,8.39,1.0290838450965187
1,8.414,1.0291246580396975
1,8.438,1.029165178722501
1,8.462,1.0292054112381184
1,8.486,1.0292453572648694
1,8.51,1.0292850213246756
1,8.534,1.0293244045275338
1,8.558,1.0293635118077202
1,8.582,1.0294020154747232
1,8.606,1.0294405780355524
1,8.63,1.0294788710920226
1,8.654,1.0295168991226613
1,8.678,1.0295546633645964
1,8.702,1.029592167713066
1,8.726,1.029629413846782
1,8.75,1.0296664050975164
1,8.774,1.0297031435697923
1,8.798,1.0297393759247138
1,8.822,1.0297755537731836
1,8.846,1.02981155043414
1,8.87,1.0298473047870735
1,8.894,1.0298828185855953
1,8.918,1.0299180951225262
1,8.942,1.0299531356606826
1,8.966,1.0299879438609567
1,8.99,1.030022520512002
1,9.014,1.0300566821565564
1,9.038,1.0300896831019832
1,9.062,1.03012209538832
1,9.086,1.0301539846189247
1,9.11,1.0301859750358568
1,9.134,1.0302175729515828
1,9.158,1.0302490252733787
1,9.182,1.0302800915837167
1,9.206,1.0303112623963393
1,9.23,1.0303421115153606
1,9.254,1.0303727027923226
1,9.278,1.0304030372076058
1,9.302,1.0304333617934922
1,9.326,1.030463492091114
1,9.35,1.0304932523595474
1,9.374,1.0305230659157152
1,9.398,1.0305524524142873
1,9.422,1.030581836578704
1,9.446,1.0306107954411432
1,9.47,1.0306398740000675
1,9.494,1.0306685940178255
1,9.518,1.030697196786351
1,9.542,1.0307254470410392
1,9.566,1.0307538171804904
1,9.59,1.0307818973428542
1,9.614,1.0308097485353445
1,9.638,1.030837606377694
1,9.662,1.0308650042187253
1,9.686,1.0308924692737242
1,9.71,1.0309195971244185
1,9.734,1.0309467919733772
1,9.758,1.0309735950878292
1,9.782,1.03100041188732
1,9.806,1.0310268401352083
1,9.83,1.031053400466036
1,9.854,1.031079630505544
1,9.878,1.0311057656903058
1,9.902,1.0311318615926772
1,9.926,1.0311575228639207
1,9.95,1.0311832051031495
1,9.974,1.0312086818314723
1,9.998,1.0312341810653922
1,10.022,1.0312592537499323
1,10.046,1.031285472687015
1,10.07,1.031311543427871
1,10.094,1.0313374681967722
1,10.118,1.031363248250759
1,10.142,1.0313886070284617
1,10.166,1.031414102730868
1,10.19,1.0314394556766675
1,10.214,1.0314646697051555
1,10.238,1.0314897454298897
1,10.262,1.0315146837105678
1,10.286,1.031539212570583
1,10.31,1.031563880659334
1,10.334,1.0315884155753874
1,10.358,1.0316128176388797
1,10.382,1.0316370890121782
1,10.406,1.031661175647249
1,10.43,1.031684973219118
1,10.454,1.0317088569663613
1,10.478,1.031732615492308
1,10.502,1.0317562481704368
1,10.526,1.0317797566940947
1,10.55,1.0318031423835825
1,10.574,1.0318262448202011
1,10.598,1.031849280538965
1,10.622,1.031872302654065
1,10.646,1.0318952057100297
1,10.67,1.0319179906284242
1,10.694,1.0319406594597214
1,10.718,1.0319630003347868
1,10.742,1.0319853854286258
1,10.766,1.0320077087223107
1,10.79,1.0320299193150153
1,10.814,1.0320520178463046
1,10.838,1.0320740048529686
1,10.862,1.03209588160496
1,10.886,1.0321173909614807
1,10.91,1.032139050791281
1,10.934,1.0321606035668238
1,10.958,1.032182049574603
1,10.982,1.0322033902301149
1,11.006,1.032224574857039
1,11.03,1.032244686287909
1,11.054,1.0322632744100464
1,11.078,1.0322817731385348
1,11.102,1.0323001826195866
1,11.126,1.0323182511369215
1,11.15,1.0323364859950033
1,11.174,1.0323546341252563
1,11.198,1.0323724954779174
1,11.222,1.0323904228720011
1,11.246,1.0324083164172493
1,11.27,1.03242612599166
1,11.294,1.0324437033864655
1,11.318,1.0324612485280666
1,11.342,1.0324788121759632
1,11.366,1.032496245043817
1,11.39,1.0325134499168058
1,11.414,1.0325307731943032
1,11.438,1.0325480177830362
1,11.462,1.032565184038196
1,11.486,1.03258202774955
1,11.51,1.0325990401033325
1,11.534,1.032615976210829
1,11.558,1.032632641853471
1,11.582,1.0326493790776017
1,11.606,1.0326660907158347
1,11.63,1.032682728452285
1,11.654,1.032699148247031
1,11.678,1.0327155440856253
1,11.702,1.0327319648008606
1,11.726,1.0327482658505218
1,11.75,1.0327643528381218
1,11.774,1.0327805613242302
1,11.798,1.0327967004435872
1,11.822,1.03281277021053
1,11.846,1.032828534020524
1,11.87,1.0328444677833617
1,11.894,1.0328603342599936
1,11.918,1.0328759447584506
1,11.942,1.032891631179487
1,11.966,1.0329072989620265
1,11.99,1.032922901456776
2,1.022,0.8923581578130549
2,1.046,0.8899737286955044
2,1.07,0.8909315647777875
2,1.094,0.8924099102060852
2,1.118,0.8940744396990052
2,1.142,0.8957995760137643
2,1.166,0.8975366164926867
2,1.19,0.8992729234146049
2,1.214,0.901011424788662
2,1.238,0.9028448649733228
2,1.262,0.9047487817258268
2,1.286,0.9066936274580528
2,1.31,0.908650160360954
2,1.334,0.910612553620008
2,1.358,0.9125560034121154
2,1.382,0.9145101349751468
2,1.406,0.9164409623363544
2,1.43,0.9183266987249152
2,1.454,0.9202364490260228
2,1.478,0.9221158438998492
2,1.502,0.9239302934943304
2,1.526,0.9257372629071944
2,1.55,0.927491639855348
2,1.574,0.929251616569796
2,1.598,0.9308922616950008
2,1.622,0.932632724520112
2,1.646,0.9342854059912402
