reactor,E_MeV,C
R5,2.67,0.0101722469091188
R5,2.68,0.0101005002443718
R5,2.69,0.0100268025779003
R5,2.7,0.0099511780964389
R5,2.71,0.0098736509867224
R5,2.72,0.0097942454354856
R5,2.73,0.009712985629463
R5,2.74,0.0096298957553896
R5,2.75,0.0095449999999999
R5,2.76,0.0094428357445742
R5,2.77,0.0093097075203986
R5,2.78,0.0091482902392167
R5,2.79,0.0089612588127725
R5,2.8,0.0087512881528095
R5,2.81,0.0085210531710716
R5,2.82,0.0082732287793025
R5,2.83,0.0080104898892459
R5,2.84,0.0077355114126457
R5,2.85,0.0074509682612455
R5,2.86,0.0071595353467891
R5,2.87,0.0068638875810203
R5,2.88,0.0065666998756828
R5,2.89,0.0062706471425204
R5,2.9,0.0059784042932767
R5,2.91,0.0056926462396957
R5,2.92,0.0054160478935209
R5,2.93,0.0051512841664962
R5,2.94,0.0049010299703653
R5,2.95,0.004667960216872
R5,2.96,0.0044547498177599
R5,2.97,0.004264073684773
R5,2.98,0.0040986067296548
R5,2.99,0.0039610238641492
R5,3.0,0.0038539999999999
R5,3.01,0.0037694150817791
R5,3.02,0.0036966985630707
R5,3.03,0.0036348496191364
R5,3.04,0.0035828674252378
R5,3.05,0.0035397511566367
R5,3.06,0.0035044999885946
R5,3.07,0.0034761130963731
R5,3.08,0.0034535896552341
R5,3.09,0.0034359288404389
R5,3.1,0.0034221298272494
R5,3.11,0.0034111917909272
R5,3.12,0.0034021139067339
R5,3.13,0.0033938953499311
R5,3.14,0.0033855352957806
R5,3.15,0.0033760329195438
R5,3.16,0.0033643873964826
R5,3.17,0.0033495979018585
R5,3.18,0.0033306636109332
R5,3.19,0.0033065836989683
R5,3.2,0.0032763573412255
R5,3.21,0.0032389837129664
R5,3.22,0.0031934619894526
R5,3.23,0.0031387913459459
R5,3.24,0.0030739709577078
R5,3.25,0.0029979999999999
R5,3.26,0.0029129738726177
R5,3.27,0.0028220373836356
R5,3.28,0.0027257638207336
R5,3.29,0.0026247264715921
R5,3.3,0.0025194986238914
R5,3.31,0.0024106535653116
R5,3.32,0.0022987645835331
R5,3.33,0.0021844049662359
R5,3.34,0.0020681480011005
R5,3.35,0.001950566975807
R5,3.36,0.0018322351780357
R5,3.37,0.0017137258954668
R5,3.38,0.0015956124157805
R5,3.39,0.0014784680266571
R5,3.4,0.0013628660157769
R5,3.41,0.00124937967082
R5,3.42,0.0011385822794668
R5,3.43,0.0010310471293974
R5,3.44,0.0009273475082921
R5,3.45,0.0008280567038312
R5,3.46,0.0007337480036948
R5,3.47,0.0006449946955633
R5,3.48,0.0005623700671168
R5,3.49,0.0004864474060356
R5,3.5,0.0004177999999999
R5,3.51,0.0003550973866419
R5,3.52,0.0002965955336137
R5,3.53,0.0002422473736264
R5,3.54,0.0001920058393908
R5,3.55,0.0001458238636177
R5,3.56,0.000103654379018
R5,3.57,6.545031830251349e-05
R5,3.58,3.1164614182103655e-05
R5,3.59,7.501993676340001e-07
R5,3.6,0.0
R5,3.61,0.0
R5,3.62,0.0
R5,3.63,0.0
R5,3.64,0.0
R5,3.65,0.0
R5,3.66,0.0
R5,3.67,0.0
R5,3.68,0.0
R5,3.69,0.0
R5,3.7,0.0
R5,3.71,0.0
R5,3.72,0.0
R5,3.73,0.0
R5,3.74,0.0
R5,3.75,0.0
R6,1.75,0.01115
R6,1.76,0.0112250967640275
R6,1.77,0.0112974789287724
R6,1.78,0.0113669843032275
R6,1.79,0.0114334506963862
R6,1.8,0.0114967159172413
R6,1.81,0.0115566177747862
R6,1.82,0.0116129940780137
R6,1.83,0.0116656826359172
R6,1.84,0.0117145212574896
R6,1.85,0.0117593477517241
R6,1.86,0.0117999999276137
R6,1.87,0.0118363155941517
R6,1.88,0.011868132560331
R6,1.89,0.0118952886351448
R6,1.9,0.0119176216275862
R6,1.91,0.0119349693466482
R6,1.92,0.0119471696013241
R6,1.93,0.0119540602006068
R6,1.94,0.0119554789534896
R6,1.95,0.0119512636689655
R6,1.96,0.0119412521560275
R6,1.97,0.0119252822236689
R6,1.98,0.0119031916808827
R6,1.99,0.011874818336662
R6,2.0,0.01184
R6,2.01,0.0117980193323653
R6,2.02,0.011748702050389
R6,2.03,0.0116927005458073
R6,2.04,0.0116306672103564
R6,2.05,0.0115632544357726
R6,2.06,0.0114911146137921
R6,2.07,0.0114149001361512
R6,2.08,0.011335263394586
R6,2.09,0.011252856780833
R6,2.1,0.0111683326866282
R6,2.11,0.011082343503708
R6,2.12,0.0109955416238086
R6,2.13,0.0109085794386662
R6,2.14,0.0108221093400171
R6,2.15,0.0107367837195975
R6,2.16,0.0106532549691437
R6,2.17,0.0105721754803919
R6,2.18,0.0104941976450784
R6,2.19,0.0104199738549394
R6,2.2,0.0103501565017112
R6,2.21,0.0102853979771299
R6,2.22,0.010226350672932
R6,2.23,0.0101736669808535
R6,2.24,0.0101279992926307
R6,2.25,0.0100899999999999
R6,2.26,0.0100572341008343
R6,2.27,0.0100267103607626
R6,2.28,0.009998246823155
R6,2.29,0.0099716615313814
R6,2.3,0.0099467725288116
R6,2.31,0.0099233978588158
R6,2.32,0.0099013555647639
R6,2.33,0.0098804636900259
R6,2.34,0.0098605402779716
R6,2.35,0.0098414033719712
R6,2.36,0.0098228710153945
R6,2.37,0.0098047612516116
R6,2.38,0.0097868921239923
R6,2.39,0.0097690816759068
R6,2.4,0.0097511479507249
R6,2.41,0.0097329089918166
R6,2.42,0.0097141828425519
R6,2.43,0.0096947875463008
R6,2.44,0.0096745411464332
R6,2.45,0.009653261686319
R6,2.46,0.0096307672093284
R6,2.47,0.0096068757588312
R6,2.48,0.0095814053781974
R6,2.49,0.009554174110797
R6,2.5,0.0095249999999999
R6,2.51,0.0094938353723298
R6,2.52,0.0094607595071223
R6,2.53,0.0094257808769657
R6,2.54,0.0093889079544482
R6,2.55,0.0093501492121581
R6,2.56,0.0093095131226837
R6,2.57,0.0092670081586131
R6,2.58,0.0092226427925345
R6,2.59,0.0091764254970364
R6,2.6,0.0091283647447068
R6,2.61,0.0090784690081341
R6,2.62,0.0090267467599065
R6,2.63,0.0089732064726122
R6,2.64,0.0089178566188394
R6,2.65,0.0088607056711765
R6,2.66,0.0088017621022116
R6,2.67,0.008741034384533
R6,2.68,0.0086785309907289
R6,2.69,0.0086142603933876
R6,2.7,0.0085482310650974
R6,2.71,0.0084804514784464
R6,2.72,0.0084109301060229
R6,2.73,0.0083396754204152
R6,2.74,0.0082666958942114
R6,2.75,0.0081919999999999
R6,2.76,0.0081022939464711
R6,2.77,0.0079858253688682
R6,2.78,0.0078449148796088
R6,2.79,0.0076818830911106
R6,2.8,0.007499050615791
R6,2.81,0.0072987380660677
R6,2.82,0.0070832660543583
R6,2.83,0.0068549551930803
R6,2.84,0.0066161260946513
R6,2.85,0.006369099371489
R6,2.86,0.0061161956360108
R6,2.87,0.0058597355006343
R6,2.88,0.0056020395777772
R6,2.89,0.005345428479857
R6,2.9,0.0050922228192914
R6,2.91,0.0048447432084978
R6,2.92,0.0046053102598938
R6,2.93,0.0043762445858971
R6,2.94,0.0041598667989253
R6,2.95,0.0039584975113958
R6,2.96,0.0037744573357263
R6,2.97,0.0036100668843344
R6,2.98,0.0034676467696377
R6,2.99,0.0033495176040537
R6,3.0,0.0032579999999999
R6,3.01,0.0031859121960286
R6,3.02,0.0031239562640115
R6,3.03,0.0030712785663454
R6,3.04,0.0030270254654275
R6,3.05,0.0029903433236546
R6,3.06,0.0029603785034237
R6,3.07,0.0029362773671318
R6,3.08,0.002917186277176
R6,3.09,0.002902251595953
R6,3.1,0.00289061968586
R6,3.11,0.002881436909294
R6,3.12,0.0028738496286518
R6,3.13,0.0028670042063304
R6,3.14,0.0028600470047269
R6,3.15,0.0028521243862382
R6,3.16,0.0028423827132613
R6,3.17,0.0028299683481931
R6,3.18,0.0028140276534307
R6,3.19,0.0027937069913709
R6,3.2,0.0027681527244109
R6,3.21,0.0027365112149475
R6,3.22,0.0026979288253777
R6,3.23,0.0026515519180986
R6,3.24,0.002596526855507
R6,3.25,0.0025319999999999
R6,3.26,0.0024598133131627
R6,3.27,0.0023826978484688
R6,3.28,0.0023011336061477
R6,3.29,0.0022156005864291
R6,3.3,0.0021265787895424
R6,3.31,0.0020345482157172
R6,3.32,0.001939988865183
R6,3.33,0.0018433807381694
R6,3.34,0.0017452038349058
R6,3.35,0.0016459381556219
R6,3.36,0.0015460637005471
R6,3.37,0.001446060469911
R6,3.38,0.0013464084639431
R6,3.39,0.001247587682873
R6,3.4,0.0011500781269302
R6,3.41,0.0010543597963442
R6,3.42,0.0009609126913445
R6,3.43,0.0008702168121607
R6,3.44,0.0007827521590224
R6,3.45,0.000698998732159
R6,3.46,0.0006194365318
R6,3.47,0.0005445455581751
R6,3.48,0.0004748058115138
R6,3.49,0.0004106972920456
R6,3.5,0.0003526999999999
R6,3.51,0.0002997091945016
R6,3.52,0.0002502733637171
R6,3.53,0.0002043523514394
R6,3.54,0.0001619060014611
R6,3.55,0.000122894157575
R6,3.56,8.727666357376792e-05
R6,3.57,5.501336325009493e-05
R6,3.58,2.6064100396745777e-05
R6,3.59,3.887188064468048e-07
R6,3.6,0.0
R6,3.61,0.0
R6,3.62,0.0
R6,3.63,0.0
R6,3.64,0.0
R6,3.65,0.0
R6,3.66,0.0
R6,3.67,0.0
R6,3.68,0.0
R6,3.69,0.0
R6,3.7,0.0
R6,3.71,0.0
R6,3.72,0.0
R6,3.73,0.0
R6,3.74,0.0
R6,3.75,0.0
