    Seven representative survival probability curves are given as
    function of energy. The survival probabilities have been averaged over 
    the boron neutrino production region in the Sun. The seven pairs of
    values of the parameters sin^2(2theta0 and Delta m^2 have been chozen
    from the small mixing angle region. The first pair provides the best
    fit to the data with a chi^2 of 0.31 for two degrees of freedom.


  DM2(eV^2)= 0.54120E-05    0.54120E-05    0.54120E-05    0.10000E-04    0.39810E-05    0.42990E-05   0.92610E-05 
 SIN2(2tet)= 0.79430E-02    0.95500E-02    0.66070E-02	  0.45710E-02    0.95500E-02    0.11480E-01   0.43650E-02 
                 
    Energy
 
     2.78   0.228627E-01   0.119563E-01   0.416625E-01 	 0.125379E-01   0.359657E-01   0.147978E-01   0.209511E-01
     2.80   0.234845E-01   0.122962E-01   0.426573E-01 	 0.129543E-01   0.369432E-01   0.151689E-01   0.216428E-01
     2.82   0.240882E-01   0.126280E-01   0.436189E-01 	 0.133709E-01   0.379509E-01   0.155546E-01   0.223583E-01
     2.84   0.246721E-01   0.129504E-01   0.445449E-01 	 0.137871E-01   0.389895E-01   0.159558E-01   0.230878E-01
     2.86   0.252340E-01   0.132622E-01   0.454329E-01 	 0.142115E-01   0.400525E-01   0.163729E-01   0.238238E-01
     2.88   0.257723E-01   0.135621E-01   0.462804E-01 	 0.146505E-01   0.411042E-01   0.168053E-01   0.245656E-01
     2.90   0.262849E-01   0.138487E-01   0.470850E-01 	 0.151045E-01   0.421381E-01   0.172525E-01   0.253128E-01
     2.92   0.267941E-01   0.141384E-01   0.478740E-01 	 0.155741E-01   0.431525E-01   0.177150E-01   0.260649E-01
     2.94   0.273349E-01   0.144475E-01   0.487075E-01 	 0.160597E-01   0.441457E-01   0.181933E-01   0.268212E-01
     2.96   0.279092E-01   0.147774E-01   0.495894E-01 	 0.165619E-01   0.451159E-01   0.186880E-01   0.275812E-01
     2.98   0.285188E-01   0.151292E-01   0.505218E-01 	 0.170812E-01   0.460612E-01   0.191997E-01   0.283443E-01
     3.00   0.291654E-01   0.155042E-01   0.515069E-01 	 0.176181E-01   0.469801E-01   0.197290E-01   0.291100E-01
     3.02   0.298508E-01   0.159038E-01   0.525467E-01 	 0.181733E-01   0.478706E-01   0.202763E-01   0.298777E-01
     3.04   0.305769E-01   0.163293E-01   0.536435E-01 	 0.187471E-01   0.487310E-01   0.208424E-01   0.306500E-01
     3.06   0.313453E-01   0.167820E-01   0.547993E-01 	 0.193350E-01   0.495595E-01   0.214278E-01   0.314320E-01
     3.08   0.321581E-01   0.172636E-01   0.560161E-01 	 0.199289E-01   0.503666E-01   0.220317E-01   0.322237E-01
     3.10   0.330169E-01   0.177753E-01   0.572960E-01 	 0.205282E-01   0.511868E-01   0.226362E-01   0.330250E-01
     3.12   0.339235E-01   0.183179E-01   0.586410E-01 	 0.211326E-01   0.520227E-01   0.232347E-01   0.338357E-01
     3.14   0.348424E-01   0.188670E-01   0.600071E-01 	 0.217417E-01   0.528749E-01   0.238262E-01   0.346559E-01
     3.16   0.357464E-01   0.194102E-01   0.613451E-01 	 0.223551E-01   0.537438E-01   0.244095E-01   0.354853E-01
     3.18   0.366340E-01   0.199463E-01   0.626532E-01 	 0.229724E-01   0.546301E-01   0.249835E-01   0.363241E-01
     3.20   0.375037E-01   0.204740E-01   0.639296E-01 	 0.235931E-01   0.555342E-01   0.255471E-01   0.371719E-01
     3.22   0.383539E-01   0.209923E-01   0.651726E-01 	 0.242170E-01   0.564567E-01   0.260993E-01   0.380288E-01
     3.24   0.391830E-01   0.215000E-01   0.663804E-01 	 0.248435E-01   0.573982E-01   0.266389E-01   0.388947E-01
     3.26   0.399896E-01   0.219959E-01   0.675513E-01 	 0.254724E-01   0.583592E-01   0.271649E-01   0.397683E-01
     3.28   0.407720E-01   0.224788E-01   0.686835E-01 	 0.261052E-01   0.593402E-01   0.276761E-01   0.406474E-01
     3.30   0.415288E-01   0.229476E-01   0.697753E-01 	 0.267461E-01   0.603418E-01   0.281713E-01   0.415316E-01
     3.32   0.422583E-01   0.234010E-01   0.708249E-01 	 0.273951E-01   0.613549E-01   0.286549E-01   0.424209E-01
     3.34   0.429591E-01   0.238378E-01   0.718305E-01 	 0.280522E-01   0.623724E-01   0.291464E-01   0.433149E-01
     3.36   0.436321E-01   0.242601E-01   0.727920E-01 	 0.287173E-01   0.633942E-01   0.296483E-01   0.442133E-01
     3.38   0.443095E-01   0.246889E-01   0.737517E-01 	 0.293904E-01   0.644201E-01   0.301609E-01   0.451160E-01
     3.40   0.450018E-01   0.251286E-01   0.747298E-01 	 0.300713E-01   0.654501E-01   0.306844E-01   0.460227E-01
     3.42   0.457094E-01   0.255796E-01   0.757267E-01 	 0.307601E-01   0.664840E-01   0.312193E-01   0.469332E-01
     3.44   0.464328E-01   0.260422E-01   0.767431E-01 	 0.314567E-01   0.675218E-01   0.317659E-01   0.478471E-01
     3.46   0.471726E-01   0.265170E-01   0.777795E-01 	 0.321610E-01   0.685633E-01   0.323245E-01   0.487644E-01
     3.48   0.479293E-01   0.270043E-01   0.788366E-01 	 0.328730E-01   0.696085E-01   0.328956E-01   0.496847E-01
     3.50   0.487033E-01   0.275045E-01   0.799148E-01 	 0.335926E-01   0.706572E-01   0.334795E-01   0.506161E-01
     3.52   0.494953E-01   0.280180E-01   0.810149E-01 	 0.343187E-01   0.717094E-01   0.340766E-01   0.515674E-01
     3.54   0.503057E-01   0.285453E-01   0.821372E-01 	 0.350498E-01   0.727650E-01   0.346873E-01   0.525393E-01
     3.56   0.511350E-01   0.290869E-01   0.832825E-01 	 0.357856E-01   0.738247E-01   0.353118E-01   0.535319E-01
     3.58   0.519838E-01   0.296432E-01   0.844513E-01 	 0.365259E-01   0.748930E-01   0.359451E-01   0.545459E-01
     3.60   0.528526E-01   0.302145E-01   0.856440E-01 	 0.372707E-01   0.759708E-01   0.365831E-01   0.555816E-01
     3.62   0.537407E-01   0.308004E-01   0.868602E-01 	 0.380197E-01   0.770580E-01   0.372255E-01   0.566394E-01
     3.64   0.546458E-01   0.313995E-01   0.880961E-01 	 0.387727E-01   0.781548E-01   0.378725E-01   0.577198E-01
     3.66   0.555679E-01   0.320121E-01   0.893517E-01 	 0.395296E-01   0.792614E-01   0.385240E-01   0.588231E-01
     3.68   0.565077E-01   0.326386E-01   0.906274E-01 	 0.402902E-01   0.803778E-01   0.391798E-01   0.599498E-01
     3.70   0.574652E-01   0.332793E-01   0.919235E-01 	 0.410543E-01   0.815042E-01   0.398399E-01   0.611001E-01
     3.72   0.584410E-01   0.339345E-01   0.932404E-01 	 0.418218E-01   0.826407E-01   0.405043E-01   0.622746E-01
     3.74   0.594354E-01   0.346046E-01   0.945783E-01 	 0.425924E-01   0.837873E-01   0.411729E-01   0.634727E-01
