energy_GeV,cos_zenith,azimuth_deg,particle,flux
0.50119,-0.25,225.0,numubar,1043.6
0.50119,-0.25,225.0,nue,621.57
0.50119,-0.25,225.0,nuebar,457.5
0.56234,-0.25,225.0,numu,757.61
0.56234,-0.25,225.0,numubar,787.55
0.56234,-0.25,225.0,nue,470.32
0.56234,-0.25,225.0,nuebar,346.35
0.63096,-0.25,225.0,numu,571.19
0.63096,-0.25,225.0,numubar,594.91
0.63096,-0.25,225.0,nue,355.43
0.63096,-0.25,225.0,nuebar,259.45
0.70795,-0.25,225.0,numu,429.22
0.70795,-0.25,225.0,numubar,447.73
0.70795,-0.25,225.0,nue,270.97
0.70795,-0.25,225.0,nuebar,194.42
0.79433,-0.25,225.0,numu,324.38
0.79433,-0.25,225.0,numubar,334.53
0.79433,-0.25,225.0,nue,204.72
0.79433,-0.25,225.0,nuebar,145.12
0.89125,-0.25,225.0,numu,244.8
0.89125,-0.25,225.0,numubar,251.64
0.89125,-0.25,225.0,nue,153.34
0.89125,-0.25,225.0,nuebar,109.18
1.0,-0.25,225.0,numu,183.1
1.0,-0.25,225.0,numubar,187.05
1.0,-0.25,225.0,nue,115.23
1.0,-0.25,225.0,nuebar,82.26
1.122,-0.25,225.0,numu,137.85
1.122,-0.25,225.0,numubar,140.09
1.122,-0.25,225.0,nue,85.204
1.122,-0.25,225.0,nuebar,61.264
1.2589,-0.25,225.0,numu,103.48
1.2589,-0.25,225.0,numubar,104.84
1.2589,-0.25,225.0,nue,63.52
1.2589,-0.25,225.0,nuebar,45.804
1.4125,-0.25,225.0,numu,77.727
1.4125,-0.25,225.0,numubar,77.501
1.4125,-0.25,225.0,nue,47.106
1.4125,-0.25,225.0,nuebar,33.668
1.5849,-0.25,225.0,numu,57.914
1.5849,-0.25,225.0,numubar,57.42
1.5849,-0.25,225.0,nue,34.329
1.5849,-0.25,225.0,nuebar,24.795
1.7783,-0.25,225.0,numu,43.206
1.7783,-0.25,225.0,numubar,42.424
1.7783,-0.25,225.0,nue,25.55
1.7783,-0.25,225.0,nuebar,18.54
1.9953,-0.25,225.0,numu,31.954
1.9953,-0.25,225.0,numubar,31.107
1.9953,-0.25,225.0,nue,18.66
1.9953,-0.25,225.0,nuebar,13.794
2.2387,-0.25,225.0,numu,23.491
2.2387,-0.25,225.0,numubar,22.642
2.2387,-0.25,225.0,nue,13.52
2.2387,-0.25,225.0,nuebar,10.101
2.5119,-0.25,225.0,numu,17.308
2.5119,-0.25,225.0,numubar,16.609
2.5119,-0.25,225.0,nue,9.8648
2.5119,-0.25,225.0,nuebar,7.282
2.8184,-0.25,225.0,numu,12.726
2.8184,-0.25,225.0,numubar,12.202
2.8184,-0.25,225.0,nue,7.1551
2.8184,-0.25,225.0,nuebar,5.3246
3.1623,-0.25,225.0,numu,9.3506
3.1623,-0.25,225.0,numubar,8.8476
3.1623,-0.25,225.0,nue,5.0838
3.1623,-0.25,225.0,nuebar,3.7747
3.5481,-0.25,225.0,numu,6.7834
3.5481,-0.25,225.0,numubar,6.3653
3.5481,-0.25,225.0,nue,3.649
3.5481,-0.25,225.0,nuebar,2.7025
3.9811,-0.25,225.0,numu,4.9234
3.9811,-0.25,225.0,numubar,4.6
3.9811,-0.25,225.0,nue,2.6048
3.9811,-0.25,225.0,nuebar,1.9421
4.4668,-0.25,225.0,numu,3.5787
4.4668,-0.25,225.0,numubar,3.321
4.4668,-0.25,225.0,nue,1.8249
4.4668,-0.25,225.0,nuebar,1.3605
5.0119,-0.25,225.0,numu,2.5981
5.0119,-0.25,225.0,numubar,2.3884
5.0119,-0.25,225.0,nue,1.2806
5.0119,-0.25,225.0,nuebar,0.9517
5.6234,-0.25,225.0,numu,1.8772
5.6234,-0.25,225.0,numubar,1.7102
5.6234,-0.25,225.0,nue,0.9066
5.6234,-0.25,225.0,nuebar,0.66902
6.3096,-0.25,225.0,numu,1.3481
6.3096,-0.25,225.0,numubar,1.2288
6.3096,-0.25,225.0,nue,0.63318
6.3096,-0.25,225.0,nuebar,0.47014
7.0795,-0.25,225.0,numu,0.95617
7.0795,-0.25,225.0,numubar,0.88426
7.0795,-0.25,225.0,nue,0.44105
7.0795,-0.25,225.0,nuebar,0.32487
7.9433,-0.25,225.0,numu,0.68053
7.9433,-0.25,225.0,numubar,0.61936
7.9433,-0.25,225.0,nue,0.30911
7.9433,-0.25,225.0,nuebar,0.22832
8.9125,-0.25,225.0,numu,0.49088
8.9125,-0.25,225.0,numubar,0.43768
8.9125,-0.25,225.0,nue,0.21323
8.9125,-0.25,225.0,nuebar,0.15667
10.0,-0.25,225.0,numu,0.35329
10.0,-0.25,225.0,numubar,0.31228
10.0,-0.25,225.0,nue,0.14381
10.0,-0.25,225.0,nuebar,0.10632
11.22,-0.25,225.0,numu,0.25439
11.22,-0.25,225.0,numubar,0.21915
11.22,-0.25,225.0,nue,0.099472
11.22,-0.25,225.0,nuebar,0.073325
12.589,-0.25,225.0,numu,0.18217
12.589,-0.25,225.0,numubar,0.15629
12.589,-0.25,225.0,nue,0.067951
12.589,-0.25,225.0,nuebar,0.050414
14.125,-0.25,225.0,numu,0.12977
14.125,-0.25,225.0,numubar,0.11079
14.125,-0.25,225.0,nue,0.045964
14.125,-0.25,225.0,nuebar,0.034798
15.849,-0.25,225.0,numu,0.091438
15.849,-0.25,225.0,numubar,0.078119
15.849,-0.25,225.0,nue,0.031421
15.849,-0.25,225.0,nuebar,0.023852
17.783,-0.25,225.0,numu,0.065246
17.783,-0.25,225.0,numubar,0.055925
17.783,-0.25,225.0,nue,0.021513
17.783,-0.25,225.0,nuebar,0.01598
19.953,-0.25,225.0,numu,0.047308
19.953,-0.25,225.0,numubar,0.039843
19.953,-0.25,225.0,nue,0.014487
19.953,-0.25,225.0,nuebar,0.010575
22.387,-0.25,225.0,numu,0.033302
22.387,-0.25,225.0,numubar,0.028016
22.387,-0.25,225.0,nue,0.0096568
22.387,-0.25,225.0,nuebar,0.0072692
25.119,-0.25,225.0,numu,0.023793
25.119,-0.25,225.0,numubar,0.019846
25.119,-0.25,225.0,nue,0.0065144
25.119,-0.25,225.0,nuebar,0.005204
28.184,-0.25,225.0,numu,0.017098
28.184,-0.25,225.0,numubar,0.013933
28.184,-0.25,225.0,nue,0.0044371
28.184,-0.25,225.0,nuebar,0.003463
31.623,-0.25,225.0,numu,0.012187
31.623,-0.25,225.0,numubar,0.0098845
31.623,-0.25,225.0,nue,0.0029792
31.623,-0.25,225.0,nuebar,0.0022878
35.481,-0.25,225.0,numu,0.0087016
35.481,-0.25,225.0,numubar,0.0070163
35.481,-0.25,225.0,nue,0.0019709
35.481,-0.25,225.0,nuebar,0.0015212
39.811,-0.25,225.0,numu,0.0061962
39.811,-0.25,225.0,numubar,0.0049633
39.811,-0.25,225.0,nue,0.0013225
39.811,-0.25,225.0,nuebar,0.0010188
44.668,-0.25,225.0,numu,0.0044359
44.668,-0.25,225.0,numubar,0.0034966
44.668,-0.25,225.0,nue,0.00088331
44.668,-0.25,225.0,nuebar,0.00068984
50.119,-0.25,225.0,numu,0.0031807
50.119,-0.25,225.0,numubar,0.0024863
50.119,-0.25,225.0,nue,0.0005871
50.119,-0.25,225.0,nuebar,0.00046733
56.234,-0.25,225.0,numu,0.0022544
56.234,-0.25,225.0,numubar,0.0017572
56.234,-0.25,225.0,nue,0.00039698
56.234,-0.25,225.0,nuebar,0.00030754
63.096,-0.25,225.0,numu,0.0016013
63.096,-0.25,225.0,numubar,0.0012333
63.096,-0.25,225.0,nue,0.00026151
63.096,-0.25,225.0,nuebar,0.00020147
70.795,-0.25,225.0,numu,0.0011308
70.795,-0.25,225.0,numubar,0.0008646
70.795,-0.25,225.0,nue,0.00017142
70.795,-0.25,225.0,nuebar,0.0001378
79.433,-0.25,225.0,numu,0.00080123
79.433,-0.25,225.0,numubar,0.00060738
79.433,-0.25,225.0,nue,0.00011512
79.433,-0.25,225.0,nuebar,9.2356e-05
89.125,-0.25,225.0,numu,0.00057589
89.125,-0.25,225.0,numubar,0.00042996
89.125,-0.25,225.0,nue,7.3589e-05
89.125,-0.25,225.0,nuebar,5.9481e-05
100.0,-0.25,225.0,numu,0.00040481
100.0,-0.25,225.0,numubar,0.00030332
100.0,-0.25,225.0,nue,5.0934e-05
100.0,-0.25,225.0,nuebar,3.9575e-05
112.2,-0.25,225.0,numu,0.00028573
112.2,-0.25,225.0,numubar,0.00021275
112.2,-0.25,225.0,nue,3.4112e-05
112.2,-0.25,225.0,nuebar,2.6383e-05
125.89,-0.25,225.0,numu,0.00020045
125.89,-0.25,225.0,numubar,0.00014915
125.89,-0.25,225.0,nue,2.2394e-05
125.89,-0.25,225.0,nuebar,1.7799e-05
141.25,-0.25,225.0,numu,0.00014224
141.25,-0.25,225.0,numubar,0.00010531
141.25,-0.25,225.0,nue,1.4731e-05
141.25,-0.25,225.0,nuebar,1.1774e-05
158.49,-0.25,225.0,numu,0.00010002
158.49,-0.25,225.0,numubar,7.3647e-05
158.49,-0.25,225.0,nue,9.6889e-06
158.49,-0.25,225.0,nuebar,7.7109e-06
177.83,-0.25,225.0,numu,7.0214e-05
177.83,-0.25,225.0,numubar,5.08e-05
177.83,-0.25,225.0,nue,6.5766e-06
177.83,-0.25,225.0,nuebar,5.2409e-06
199.53,-0.25,225.0,numu,4.9453e-05
199.53,-0.25,225.0,numubar,3.553e-05
199.53,-0.25,225.0,nue,4.3955e-06
199.53,-0.25,225.0,nuebar,3.5069e-06
223.87,-0.25,225.0,numu,3.4775e-05
223.87,-0.25,225.0,numubar,2.4875e-05
223.87,-0.25,225.0,nue,2.8867e-06
223.87,-0.25,225.0,nuebar,2.288e-06
251.19,-0.25,225.0,numu,2.4384e-05
251.19,-0.25,225.0,numubar,1.7256e-05
251.19,-0.25,225.0,nue,1.9052e-06
251.19,-0.25,225.0,nuebar,1.4586e-06
281.84,-0.25,225.0,numu,1.7105e-05
281.84,-0.25,225.0,numubar,1.2076e-05
281.84,-0.25,225.0,nue,1.265e-06
281.84,-0.25,225.0,nuebar,9.5182e-07
316.23,-0.25,225.0,numu,1.2103e-05
316.23,-0.25,225.0,numubar,8.4835e-06
316.23,-0.25,225.0,nue,8.7065e-07
316.23,-0.25,225.0,nuebar,6.6822e-07
354.81,-0.25,225.0,numu,8.5042e-06
354.81,-0.25,225.0,numubar,5.9152e-06
354.81,-0.25,225.0,nue,5.7495e-07
354.81,-0.25,225.0,nuebar,4.5535e-07
398.11,-0.25,225.0,numu,5.9113e-06
398.11,-0.25,225.0,numubar,4.081e-06
398.11,-0.25,225.0,nue,3.7566e-07
398.11,-0.25,225.0,nuebar,3.0673e-07
446.68,-0.25,225.0,numu,4.1458e-06
446.68,-0.25,225.0,numubar,2.8345e-06
446.68,-0.25,225.0,nue,2.5212e-07
446.68,-0.25,225.0,nuebar,2.0733e-07
501.19,-0.25,225.0,numu,2.9084e-06
501.19,-0.25,225.0,numubar,1.9541e-06
501.19,-0.25,225.0,nue,1.6879e-07
501.19,-0.25,225.0,nuebar,1.3953e-07
562.34,-0.25,225.0,numu,2.0083e-06
562.34,-0.25,225.0,numubar,1.3484e-06
562.34,-0.25,225.0,nue,1.1312e-07
562.34,-0.25,225.0,nuebar,9.0456e-08
630.96,-0.25,225.0,numu,1.3947e-06
630.96,-0.25,225.0,numubar,9.2806e-07
630.96,-0.25,225.0,nue,7.6112e-08
630.96,-0.25,225.0,nuebar,6.0305e-08
707.95,-0.25,225.0,numu,9.7386e-07
707.95,-0.25,225.0,numubar,6.4517e-07
707.95,-0.25,225.0,nue,5.0444e-08
707.95,-0.25,225.0,nuebar,4.1529e-08
794.33,-0.25,225.0,numu,6.8413e-07
794.33,-0.25,225.0,numubar,4.4483e-07
794.33,-0.25,225.0,nue,3.3666e-08
794.33,-0.25,225.0,nuebar,2.7313e-08
891.25,-0.25,225.0,numu,4.7508e-07
891.25,-0.25,225.0,numubar,3.0716e-07
891.25,-0.25,225.0,nue,2.3421e-08
891.25,-0.25,225.0,nuebar,1.7025e-08
1000.0,-0.25,225.0,numu,3.3225e-07
1000.0,-0.25,225.0,numubar,2.1192e-07
1000.0,-0.25,225.0,nue,1.6183e-08
1000.0,-0.25,225.0,nuebar,1.2032e-08
1122.0,-0.25,225.0,numu,2.3184e-07
1122.0,-0.25,225.0,numubar,1.455e-07
1122.0,-0.25,225.0,nue,1.1143e-08
1122.0,-0.25,225.0,nuebar,8.4233e-09
1258.9,-0.25,225.0,numu,1.606e-07
1258.9,-0.25,225.0,numubar,1.0075e-07
1258.9,-0.25,225.0,nue,7.2237e-09
1258.9,-0.25,225.0,nuebar,5.5588e-09
1412.5,-0.25,225.0,numu,1.1052e-07
1412.5,-0.25,225.0,numubar,6.9558e-08
1412.5,-0.25,225.0,nue,4.7024e-09
1412.5,-0.25,225.0,nuebar,3.5716e-09
1584.9,-0.25,225.0,numu,7.5714e-08
1584.9,-0.25,225.0,numubar,4.7392e-08
1584.9,-0.25,225.0,nue,3.0504e-09
1584.9,-0.25,225.0,nuebar,2.2885e-09
1778.3,-0.25,225.0,numu,5.1482e-08
1778.3,-0.25,225.0,numubar,3.2031e-08
1778.3,-0.25,225.0,nue,2.1312e-09
1778.3,-0.25,225.0,nuebar,1.6636e-09
1995.3,-0.25,225.0,numu,3.5651e-08
1995.3,-0.25,225.0,numubar,2.1772e-08
1995.3,-0.25,225.0,nue,1.4463e-09
1995.3,-0.25,225.0,nuebar,1.1732e-09
2238.7,-0.25,225.0,numu,2.4542e-08
2238.7,-0.25,225.0,numubar,1.4935e-08
2238.7,-0.25,225.0,nue,1.023e-09
2238.7,-0.25,225.0,nuebar,8.0981e-10
2511.9,-0.25,225.0,numu,1.7304e-08
2511.9,-0.25,225.0,numubar,1.034e-08
2511.9,-0.25,225.0,nue,6.4575e-10
2511.9,-0.25,225.0,nuebar,5.2958e-10
2818.4,-0.25,225.0,numu,1.1918e-08
2818.4,-0.25,225.0,numubar,7.0642e-09
2818.4,-0.25,225.0,nue,3.7022e-10
2818.4,-0.25,225.0,nuebar,3.4069e-10
3162.3,-0.25,225.0,numu,8.0359e-09
3162.3,-0.25,225.0,numubar,4.7375e-09
3162.3,-0.25,225.0,nue,2.8991e-10
3162.3,-0.25,225.0,nuebar,2.1315e-10
3548.1,-0.25,225.0,numu,5.3765e-09
3548.1,-0.25,225.0,numubar,3.1106e-09
3548.1,-0.25,225.0,nue,1.9032e-10
3548.1,-0.25,225.0,nuebar,1.3688e-10
3981.1,-0.25,225.0,numu,3.6294e-09
3981.1,-0.25,225.0,numubar,2.1122e-09
3981.1,-0.25,225.0,nue,1.2184e-10
3981.1,-0.25,225.0,nuebar,8.3048e-11
4466.8,-0.25,225.0,numu,2.434e-09
4466.8,-0.25,225.0,numubar,1.424e-09
4466.8,-0.25,225.0,nue,7.948e-11
4466.8,-0.25,225.0,nuebar,5.7433e-11
5011.9,-0.25,225.0,numu,1.6229e-09
5011.9,-0.25,225.0,numubar,9.7516e-10
5011.9,-0.25,225.0,nue,5.1155e-11
5011.9,-0.25,225.0,nuebar,4.2331e-11
5623.4,-0.25,225.0,numu,1.1235e-09
5623.4,-0.25,225.0,numubar,6.4946e-10
5623.4,-0.25,225.0,nue,3.3787e-11
5623.4,-0.25,225.0,nuebar,2.7901e-11
6309.6,-0.25,225.0,numu,7.571e-10
6309.6,-0.25,225.0,numubar,4.2987e-10
6309.6,-0.25,225.0,nue,2.4229e-11
6309.6,-0.25,225.0,nuebar,1.7992e-11
7079.5,-0.25,225.0,numu,4.9994e-10
7079.5,-0.25,225.0,numubar,2.832e-10
7079.5,-0.25,225.0,nue,1.6513e-11
7079.5,-0.25,225.0,nuebar,1.1448e-11
7943.3,-0.25,225.0,numu,3.338e-10
7943.3,-0.25,225.0,numubar,1.8824e-10
7943.3,-0.25,225.0,nue,9.9505e-12
7943.3,-0.25,225.0,nuebar,8.6655e-12
8912.5,-0.25,225.0,numu,2.2065e-10
8912.5,-0.25,225.0,numubar,1.2461e-10
8912.5,-0.25,225.0,nue,6.3354e-12
8912.5,-0.25,225.0,nuebar,5.6549e-12
10000.0,-0.25,225.0,numu,1.48e-10
10000.0,-0.25,225.0,numubar,8.3228e-11
10000.0,-0.25,225.0,nue,4.5539e-12
10000.0,-0.25,225.0,nuebar,3.3979e-12
0.1,-0.25,255.0,numu,17846.0
0.1,-0.25,255.0,numubar,18780.0
0.1,-0.25,255.0,nue,9195.1
0.1,-0.25,255.0,nuebar,8006.1
0.1122,-0.25,255.0,numu,15357.0
0.1122,-0.25,255.0,numubar,16177.0
0.1122,-0.25,255.0,nue,8061.3
0.1122,-0.25,255.0,nuebar,6905.7
0.12589,-0.25,255.0,numu,13133.0
0.12589,-0.25,255.0,numubar,13877.0
0.12589,-0.25,255.0,nue,6994.5
0.12589,-0.25,255.0,nuebar,5870.2
0.14125,-0.25,255.0,numu,11193.0
0.14125,-0.25,255.0,numubar,11810.0
0.14125,-0.25,255.0,nue,6006.2
0.14125,-0.25,255.0,nuebar,4942.1
0.15849,-0.25,255.0,numu,9418.6
0.15849,-0.25,255.0,numubar,9920.2
0.15849,-0.25,255.0,nue,5099.5
0.15849,-0.25,255.0,nuebar,4107.0
0.17783,-0.25,255.0,numu,7829.7
0.17783,-0.25,255.0,numubar,8268.7
0.17783,-0.25,255.0,nue,4276.2
0.17783,-0.25,255.0,nuebar,3417.8
0.19953,-0.25,255.0,numu,6469.4
0.19953,-0.25,255.0,numubar,6846.2
0.19953,-0.25,255.0,nue,3570.8
0.19953,-0.25,255.0,nuebar,2813.8
0.22387,-0.25,255.0,numu,5245.4
0.22387,-0.25,255.0,numubar,5570.6
0.22387,-0.25,255.0,nue,2951.7
0.22387,-0.25,255.0,nuebar,2290.5
0.25119,-0.25,255.0,numu,4205.7
0.25119,-0.25,255.0,numubar,4491.5
0.25119,-0.25,255.0,nue,2430.6
0.25119,-0.25,255.0,nuebar,1846.3
0.28184,-0.25,255.0,numu,3349.0
0.28184,-0.25,255.0,numubar,3584.8
0.28184,-0.25,255.0,nue,1981.5
0.28184,-0.25,255.0,nuebar,1466.3
0.31623,-0.25,255.0,numu,2642.7
0.31623,-0.25,255.0,numubar,2834.9
0.31623,-0.25,255.0,nue,1593.7
0.31623,-0.25,255.0,nuebar,1175.3
0.35481,-0.25,255.0,numu,2075.6
0.35481,-0.25,255.0,numubar,2238.4
0.35481,-0.25,255.0,nue,1275.5
0.35481,-0.25,255.0,nuebar,921.37
0.39811,-0.25,255.0,numu,1608.5
0.39811,-0.25,255.0,numubar,1739.8
0.39811,-0.25,255.0,nue,1014.2
0.39811,-0.25,255.0,nuebar,708.89
0.44668,-0.25,255.0,numu,1242.2
0.44668,-0.25,255.0,numubar,1345.3
0.44668,-0.25,255.0,nue,787.44
0.44668,-0.25,255.0,nuebar,548.68
0.50119,-0.25,255.0,numu,960.31
0.50119,-0.25,255.0,numubar,1036.1
0.50119,-0.25,255.0,nue,607.55
0.50119,-0.25,255.0,nuebar,422.96
0.56234,-0.25,255.0,numu,739.03
0.56234,-0.25,255.0,numubar,790.71
0.56234,-0.25,255.0,nue,476.61
0.56234,-0.25,255.0,nuebar,323.36
0.63096,-0.25,255.0,numu,559.28
0.63096,-0.25,255.0,numubar,597.54
0.63096,-0.25,255.0,nue,364.31
0.63096,-0.25,255.0,nuebar,248.5
0.70795,-0.25,255.0,numu,421.74
0.70795,-0.25,255.0,numubar,452.16
0.70795,-0.25,255.0,nue,272.28
0.70795,-0.25,255.0,nuebar,189.13
0.79433,-0.25,255.0,numu,320.83
0.79433,-0.25,255.0,numubar,341.67
0.79433,-0.25,255.0,nue,204.73
0.79433,-0.25,255.0,nuebar,140.7
0.89125,-0.25,255.0,numu,239.82
0.89125,-0.25,255.0,numubar,254.44
0.89125,-0.25,255.0,nue,156.19
0.89125,-0.25,255.0,nuebar,105.04
1.0,-0.25,255.0,numu,180.85
1.0,-0.25,255.0,numubar,190.91
1.0,-0.25,255.0,nue,118.82
1.0,-0.25,255.0,nuebar,79.546
1.122,-0.25,255.0,numu,135.85
1.122,-0.25,255.0,numubar,143.13
1.122,-0.25,255.0,nue,87.622
1.122,-0.25,255.0,nuebar,59.816
1.2589,-0.25,255.0,numu,101.76
1.2589,-0.25,255.0,numubar,106.98
1.2589,-0.25,255.0,nue,64.803
1.2589,-0.25,255.0,nuebar,44.424
1.4125,-0.25,255.0,numu,76.741
1.4125,-0.25,255.0,numubar,79.413
1.4125,-0.25,255.0,nue,47.986
1.4125,-0.25,255.0,nuebar,33.108
1.5849,-0.25,255.0,numu,57.599
1.5849,-0.25,255.0,numubar,58.699
1.5849,-0.25,255.0,nue,35.266
1.5849,-0.25,255.0,nuebar,24.798
1.7783,-0.25,255.0,numu,42.602
1.7783,-0.25,255.0,numubar,42.914
1.7783,-0.25,255.0,nue,26.165
1.7783,-0.25,255.0,nuebar,18.236
1.9953,-0.25,255.0,numu,31.682
1.9953,-0.25,255.0,numubar,31.344
1.9953,-0.25,255.0,nue,18.996
1.9953,-0.25,255.0,nuebar,13.251
2.2387,-0.25,255.0,numu,23.315
2.2387,-0.25,255.0,numubar,23.138
2.2387,-0.25,255.0,nue,13.731
2.2387,-0.25,255.0,nuebar,9.8496
2.5119,-0.25,255.0,numu,17.149
2.5119,-0.25,255.0,numubar,16.904
2.5119,-0.25,255.0,nue,10.036
2.5119,-0.25,255.0,nuebar,7.1941
2.8184,-0.25,255.0,numu,12.636
2.8184,-0.25,255.0,numubar,12.219
2.8184,-0.25,255.0,nue,7.1573
2.8184,-0.25,255.0,nuebar,5.1462
3.1623,-0.25,255.0,numu,9.2806
3.1623,-0.25,255.0,numubar,8.8533
3.1623,-0.25,255.0,nue,5.1147
3.1623,-0.25,255.0,nuebar,3.7115
3.5481,-0.25,255.0,numu,6.7278
3.5481,-0.25,255.0,numubar,6.4089
3.5481,-0.25,255.0,nue,3.6242
3.5481,-0.25,255.0,nuebar,2.653
3.9811,-0.25,255.0,numu,4.8754
3.9811,-0.25,255.0,numubar,4.5882
3.9811,-0.25,255.0,nue,2.5734
3.9811,-0.25,255.0,nuebar,1.8894
4.4668,-0.25,255.0,numu,3.5257
4.4668,-0.25,255.0,numubar,3.2858
4.4668,-0.25,255.0,nue,1.8331
4.4668,-0.25,255.0,nuebar,1.3381
5.0119,-0.25,255.0,numu,2.5621
5.0119,-0.25,255.0,numubar,2.3652
5.0119,-0.25,255.0,nue,1.2809
5.0119,-0.25,255.0,nuebar,0.94844
5.6234,-0.25,255.0,numu,1.8631
5.6234,-0.25,255.0,numubar,1.691
5.6234,-0.25,255.0,nue,0.90139
5.6234,-0.25,255.0,nuebar,0.67119
6.3096,-0.25,255.0,numu,1.3418
6.3096,-0.25,255.0,numubar,1.2033
6.3096,-0.25,255.0,nue,0.63773
6.3096,-0.25,255.0,nuebar,0.46848
7.0795,-0.25,255.0,numu,0.96431
7.0795,-0.25,255.0,numubar,0.86347
7.0795,-0.25,255.0,nue,0.43964
7.0795,-0.25,255.0,nuebar,0.32942
7.9433,-0.25,255.0,numu,0.68304
7.9433,-0.25,255.0,numubar,0.61482
7.9433,-0.25,255.0,nue,0.30299
7.9433,-0.25,255.0,nuebar,0.22796
8.9125,-0.25,255.0,numu,0.48746
8.9125,-0.25,255.0,numubar,0.43622
8.9125,-0.25,255.0,nue,0.2081
8.9125,-0.25,255.0,nuebar,0.15638
10.0,-0.25,255.0,numu,0.35223
10.0,-0.25,255.0,numubar,0.3089
10.0,-0.25,255.0,nue,0.14278
10.0,-0.25,255.0,nuebar,0.10883
11.22,-0.25,255.0,numu,0.25225
11.22,-0.25,255.0,numubar,0.22037
11.22,-0.25,255.0,nue,0.098538
11.22,-0.25,255.0,nuebar,0.074796
12.589,-0.25,255.0,numu,0.18192
12.589,-0.25,255.0,numubar,0.15536
12.589,-0.25,255.0,nue,0.067307
12.589,-0.25,255.0,nuebar,0.050664
14.125,-0.25,255.0,numu,0.12978
14.125,-0.25,255.0,numubar,0.10992
14.125,-0.25,255.0,nue,0.046429
14.125,-0.25,255.0,nuebar,0.03491
15.849,-0.25,255.0,numu,0.092267
15.849,-0.25,255.0,numubar,0.078425
15.849,-0.25,255.0,nue,0.031542
15.849,-0.25,255.0,nuebar,0.02376
17.783,-0.25,255.0,numu,0.066284
17.783,-0.25,255.0,numubar,0.055685
17.783,-0.25,255.0,nue,0.021244
17.783,-0.25,255.0,nuebar,0.016167
19.953,-0.25,255.0,numu,0.047396
19.953,-0.25,255.0,numubar,0.039314
19.953,-0.25,255.0,nue,0.01438
19.953,-0.25,255.0,nuebar,0.01083
22.387,-0.25,255.0,numu,0.033339
22.387,-0.25,255.0,numubar,0.027732
22.387,-0.25,255.0,nue,0.0095533
22.387,-0.25,255.0,nuebar,0.0072353
25.119,-0.25,255.0,numu,0.023433
25.119,-0.25,255.0,numubar,0.019783
25.119,-0.25,255.0,nue,0.0064373
25.119,-0.25,255.0,nuebar,0.0049428
28.184,-0.25,255.0,numu,0.016983
28.184,-0.25,255.0,numubar,0.014129
28.184,-0.25,255.0,nue,0.0043084
28.184,-0.25,255.0,nuebar,0.0034363
31.623,-0.25,255.0,numu,0.012136
31.623,-0.25,255.0,numubar,0.0098472
31.623,-0.25,255.0,nue,0.0029458
31.623,-0.25,255.0,nuebar,0.0022357
35.481,-0.25,255.0,numu,0.0086437
35.481,-0.25,255.0,numubar,0.0070084
35.481,-0.25,255.0,nue,0.0019713
35.481,-0.25,255.0,nuebar,0.0015007
39.811,-0.25,255.0,numu,0.0061723
39.811,-0.25,255.0,numubar,0.004935
39.811,-0.25,255.0,nue,0.0013203
39.811,-0.25,255.0,nuebar,0.0010187
44.668,-0.25,255.0,numu,0.0044144
44.668,-0.25,255.0,numubar,0.003485
44.668,-0.25,255.0,nue,0.00088718
44.668,-0.25,255.0,nuebar,0.00068135
50.119,-0.25,255.0,numu,0.0031532
50.119,-0.25,255.0,numubar,0.0024614
50.119,-0.25,255.0,nue,0.00058959
50.119,-0.25,255.0,nuebar,0.00044807
56.234,-0.25,255.0,numu,0.0022393
56.234,-0.25,255.0,numubar,0.0017216
56.234,-0.25,255.0,nue,0.00038965
56.234,-0.25,255.0,nuebar,0.00030121
63.096,-0.25,255.0,numu,0.0015807
63.096,-0.25,255.0,numubar,0.0012186
63.096,-0.25,255.0,nue,0.00026146
63.096,-0.25,255.0,nuebar,0.00019911
70.795,-0.25,255.0,numu,0.0011179
70.795,-0.25,255.0,numubar,0.0008714
70.795,-0.25,255.0,nue,0.00017405
70.795,-0.25,255.0,nuebar,0.00013062
79.433,-0.25,255.0,numu,0.00079711
79.433,-0.25,255.0,numubar,0.00060732
79.433,-0.25,255.0,nue,0.00011919
79.433,-0.25,255.0,nuebar,8.866e-05
89.125,-0.25,255.0,numu,0.00056192
89.125,-0.25,255.0,numubar,0.00042019
89.125,-0.25,255.0,nue,7.8138e-05
89.125,-0.25,255.0,nuebar,6.0094e-05
100.0,-0.25,255.0,numu,0.00040126
100.0,-0.25,255.0,numubar,0.00030263
100.0,-0.25,255.0,nue,4.995e-05
100.0,-0.25,255.0,nuebar,4.0291e-05
112.2,-0.25,255.0,numu,0.00028346
112.2,-0.25,255.0,numubar,0.00021193
112.2,-0.25,255.0,nue,3.3259e-05
112.2,-0.25,255.0,nuebar,2.6295e-05
125.89,-0.25,255.0,numu,0.00020018
125.89,-0.25,255.0,numubar,0.00014865
125.89,-0.25,255.0,nue,2.2237e-05
125.89,-0.25,255.0,nuebar,1.7509e-05
141.25,-0.25,255.0,numu,0.00014141
141.25,-0.25,255.0,numubar,0.00010414
141.25,-0.25,255.0,nue,1.4935e-05
141.25,-0.25,255.0,nuebar,1.1843e-05
158.49,-0.25,255.0,numu,9.9696e-05
158.49,-0.25,255.0,numubar,7.3737e-05
