energy_GeV,cos_zenith,azimuth_deg,particle,flux
0.15849,0.75,225.0,nuebar,2531.7
0.17783,0.75,225.0,numu,4895.4
0.17783,0.75,225.0,numubar,4945.3
0.17783,0.75,225.0,nue,2429.2
0.17783,0.75,225.0,nuebar,2173.7
0.19953,0.75,225.0,numu,4186.8
0.19953,0.75,225.0,numubar,4219.1
0.19953,0.75,225.0,nue,2083.2
0.19953,0.75,225.0,nuebar,1845.8
0.22387,0.75,225.0,numu,3532.7
0.22387,0.75,225.0,numubar,3559.1
0.22387,0.75,225.0,nue,1764.0
0.22387,0.75,225.0,nuebar,1551.3
0.25119,0.75,225.0,numu,2942.8
0.25119,0.75,225.0,numubar,2963.9
0.25119,0.75,225.0,nue,1483.0
0.25119,0.75,225.0,nuebar,1286.2
0.28184,0.75,225.0,numu,2434.7
0.28184,0.75,225.0,numubar,2435.4
0.28184,0.75,225.0,nue,1229.3
0.28184,0.75,225.0,nuebar,1052.9
0.31623,0.75,225.0,numu,1986.5
0.31623,0.75,225.0,numubar,1981.2
0.31623,0.75,225.0,nue,1006.1
0.31623,0.75,225.0,nuebar,853.8
0.35481,0.75,225.0,numu,1595.1
0.35481,0.75,225.0,numubar,1593.9
0.35481,0.75,225.0,nue,814.63
0.35481,0.75,225.0,nuebar,688.07
0.39811,0.75,225.0,numu,1281.2
0.39811,0.75,225.0,numubar,1267.9
0.39811,0.75,225.0,nue,653.23
0.39811,0.75,225.0,nuebar,546.66
0.44668,0.75,225.0,numu,1017.4
0.44668,0.75,225.0,numubar,999.15
0.44668,0.75,225.0,nue,521.11
0.44668,0.75,225.0,nuebar,428.5
0.50119,0.75,225.0,numu,797.02
0.50119,0.75,225.0,numubar,778.55
0.50119,0.75,225.0,nue,408.46
0.50119,0.75,225.0,nuebar,332.69
0.56234,0.75,225.0,numu,620.12
0.56234,0.75,225.0,numubar,600.69
0.56234,0.75,225.0,nue,315.78
0.56234,0.75,225.0,nuebar,257.23
0.63096,0.75,225.0,numu,473.91
0.63096,0.75,225.0,numubar,458.91
0.63096,0.75,225.0,nue,240.64
0.63096,0.75,225.0,nuebar,194.88
0.70795,0.75,225.0,numu,362.21
0.70795,0.75,225.0,numubar,349.13
0.70795,0.75,225.0,nue,182.07
0.70795,0.75,225.0,nuebar,146.35
0.79433,0.75,225.0,numu,275.38
0.79433,0.75,225.0,numubar,264.3
0.79433,0.75,225.0,nue,137.85
0.79433,0.75,225.0,nuebar,110.07
0.89125,0.75,225.0,numu,206.38
0.89125,0.75,225.0,numubar,198.47
0.89125,0.75,225.0,nue,103.92
0.89125,0.75,225.0,nuebar,81.737
1.0,0.75,225.0,numu,156.0
1.0,0.75,225.0,numubar,148.45
1.0,0.75,225.0,nue,76.52
1.0,0.75,225.0,nuebar,60.572
1.122,0.75,225.0,numu,116.89
1.122,0.75,225.0,numubar,110.85
1.122,0.75,225.0,nue,55.981
1.122,0.75,225.0,nuebar,44.261
1.2589,0.75,225.0,numu,87.472
1.2589,0.75,225.0,numubar,81.677
1.2589,0.75,225.0,nue,41.286
1.2589,0.75,225.0,nuebar,32.17
1.4125,0.75,225.0,numu,65.43
1.4125,0.75,225.0,numubar,60.122
1.4125,0.75,225.0,nue,29.993
1.4125,0.75,225.0,nuebar,23.217
1.5849,0.75,225.0,numu,48.36
1.5849,0.75,225.0,numubar,43.755
1.5849,0.75,225.0,nue,21.692
1.5849,0.75,225.0,nuebar,16.634
1.7783,0.75,225.0,numu,35.607
1.7783,0.75,225.0,numubar,31.889
1.7783,0.75,225.0,nue,15.513
1.7783,0.75,225.0,nuebar,11.973
1.9953,0.75,225.0,numu,26.007
1.9953,0.75,225.0,numubar,23.272
1.9953,0.75,225.0,nue,10.957
1.9953,0.75,225.0,nuebar,8.5826
2.2387,0.75,225.0,numu,19.144
2.2387,0.75,225.0,numubar,16.884
2.2387,0.75,225.0,nue,7.8153
2.2387,0.75,225.0,nuebar,6.0895
2.5119,0.75,225.0,numu,14.03
2.5119,0.75,225.0,numubar,12.173
2.5119,0.75,225.0,nue,5.5086
2.5119,0.75,225.0,nuebar,4.2463
2.8184,0.75,225.0,numu,10.25
2.8184,0.75,225.0,numubar,8.7782
2.8184,0.75,225.0,nue,3.9478
2.8184,0.75,225.0,nuebar,2.9645
3.1623,0.75,225.0,numu,7.4374
3.1623,0.75,225.0,numubar,6.3081
3.1623,0.75,225.0,nue,2.7134
3.1623,0.75,225.0,nuebar,2.0352
3.5481,0.75,225.0,numu,5.3928
3.5481,0.75,225.0,numubar,4.524
3.5481,0.75,225.0,nue,1.8765
3.5481,0.75,225.0,nuebar,1.3985
3.9811,0.75,225.0,numu,3.8728
3.9811,0.75,225.0,numubar,3.2443
3.9811,0.75,225.0,nue,1.2879
3.9811,0.75,225.0,nuebar,0.96752
4.4668,0.75,225.0,numu,2.7841
4.4668,0.75,225.0,numubar,2.3161
4.4668,0.75,225.0,nue,0.8837
4.4668,0.75,225.0,nuebar,0.67161
5.0119,0.75,225.0,numu,2.0076
5.0119,0.75,225.0,numubar,1.6493
5.0119,0.75,225.0,nue,0.609
5.0119,0.75,225.0,nuebar,0.45865
5.6234,0.75,225.0,numu,1.4473
5.6234,0.75,225.0,numubar,1.1681
5.6234,0.75,225.0,nue,0.41754
5.6234,0.75,225.0,nuebar,0.31018
6.3096,0.75,225.0,numu,1.0357
6.3096,0.75,225.0,numubar,0.83681
6.3096,0.75,225.0,nue,0.27953
6.3096,0.75,225.0,nuebar,0.20918
7.0795,0.75,225.0,numu,0.73856
7.0795,0.75,225.0,numubar,0.59443
7.0795,0.75,225.0,nue,0.18965
7.0795,0.75,225.0,nuebar,0.1403
7.9433,0.75,225.0,numu,0.52861
7.9433,0.75,225.0,numubar,0.41872
7.9433,0.75,225.0,nue,0.12786
7.9433,0.75,225.0,nuebar,0.095925
8.9125,0.75,225.0,numu,0.38011
8.9125,0.75,225.0,numubar,0.29769
8.9125,0.75,225.0,nue,0.085488
8.9125,0.75,225.0,nuebar,0.064064
10.0,0.75,225.0,numu,0.27149
10.0,0.75,225.0,numubar,0.2121
10.0,0.75,225.0,nue,0.057228
10.0,0.75,225.0,nuebar,0.043701
11.22,0.75,225.0,numu,0.19373
11.22,0.75,225.0,numubar,0.15029
11.22,0.75,225.0,nue,0.038677
11.22,0.75,225.0,nuebar,0.028984
12.589,0.75,225.0,numu,0.13803
12.589,0.75,225.0,numubar,0.10654
12.589,0.75,225.0,nue,0.026109
12.589,0.75,225.0,nuebar,0.019055
14.125,0.75,225.0,numu,0.098561
14.125,0.75,225.0,numubar,0.075315
14.125,0.75,225.0,nue,0.016994
14.125,0.75,225.0,nuebar,0.012941
15.849,0.75,225.0,numu,0.069869
15.849,0.75,225.0,numubar,0.052949
15.849,0.75,225.0,nue,0.011184
15.849,0.75,225.0,nuebar,0.008687
17.783,0.75,225.0,numu,0.049899
17.783,0.75,225.0,numubar,0.037361
17.783,0.75,225.0,nue,0.0074382
17.783,0.75,225.0,nuebar,0.0057135
19.953,0.75,225.0,numu,0.035644
19.953,0.75,225.0,numubar,0.026514
19.953,0.75,225.0,nue,0.0049031
19.953,0.75,225.0,nuebar,0.0038054
22.387,0.75,225.0,numu,0.025464
22.387,0.75,225.0,numubar,0.018746
22.387,0.75,225.0,nue,0.0032242
22.387,0.75,225.0,nuebar,0.0025819
25.119,0.75,225.0,numu,0.017927
25.119,0.75,225.0,numubar,0.013225
25.119,0.75,225.0,nue,0.0021765
25.119,0.75,225.0,nuebar,0.0017443
28.184,0.75,225.0,numu,0.012601
28.184,0.75,225.0,numubar,0.0093141
28.184,0.75,225.0,nue,0.001491
28.184,0.75,225.0,nuebar,0.0011563
31.623,0.75,225.0,numu,0.0090627
31.623,0.75,225.0,numubar,0.006674
31.623,0.75,225.0,nue,0.00097655
31.623,0.75,225.0,nuebar,0.00076733
35.481,0.75,225.0,numu,0.0063923
35.481,0.75,225.0,numubar,0.0046684
35.481,0.75,225.0,nue,0.00065153
35.481,0.75,225.0,nuebar,0.00051274
39.811,0.75,225.0,numu,0.0045061
39.811,0.75,225.0,numubar,0.0032807
39.811,0.75,225.0,nue,0.00043867
39.811,0.75,225.0,nuebar,0.00034642
44.668,0.75,225.0,numu,0.0031866
44.668,0.75,225.0,numubar,0.0023214
44.668,0.75,225.0,nue,0.0002935
44.668,0.75,225.0,nuebar,0.00022567
50.119,0.75,225.0,numu,0.0022613
50.119,0.75,225.0,numubar,0.0016368
50.119,0.75,225.0,nue,0.00019565
50.119,0.75,225.0,nuebar,0.00015245
56.234,0.75,225.0,numu,0.0015877
56.234,0.75,225.0,numubar,0.0011569
56.234,0.75,225.0,nue,0.00013425
56.234,0.75,225.0,nuebar,0.00010678
63.096,0.75,225.0,numu,0.0011286
63.096,0.75,225.0,numubar,0.00080727
63.096,0.75,225.0,nue,8.6916e-05
63.096,0.75,225.0,nuebar,7.3268e-05
70.795,0.75,225.0,numu,0.00080496
70.795,0.75,225.0,numubar,0.00055734
70.795,0.75,225.0,nue,5.7071e-05
70.795,0.75,225.0,nuebar,4.7755e-05
79.433,0.75,225.0,numu,0.00055673
79.433,0.75,225.0,numubar,0.00038666
79.433,0.75,225.0,nue,3.8565e-05
79.433,0.75,225.0,nuebar,3.3594e-05
89.125,0.75,225.0,numu,0.00038931
89.125,0.75,225.0,numubar,0.00027393
89.125,0.75,225.0,nue,2.5503e-05
89.125,0.75,225.0,nuebar,2.2879e-05
100.0,0.75,225.0,numu,0.00027184
100.0,0.75,225.0,numubar,0.00019041
100.0,0.75,225.0,nue,1.7602e-05
100.0,0.75,225.0,nuebar,1.4376e-05
112.2,0.75,225.0,numu,0.00019151
112.2,0.75,225.0,numubar,0.00013141
112.2,0.75,225.0,nue,1.1836e-05
112.2,0.75,225.0,nuebar,9.8462e-06
125.89,0.75,225.0,numu,0.00013422
125.89,0.75,225.0,numubar,9.1773e-05
125.89,0.75,225.0,nue,7.887e-06
125.89,0.75,225.0,nuebar,6.546e-06
141.25,0.75,225.0,numu,9.5017e-05
141.25,0.75,225.0,numubar,6.415e-05
141.25,0.75,225.0,nue,5.3292e-06
141.25,0.75,225.0,nuebar,4.4594e-06
158.49,0.75,225.0,numu,6.6793e-05
158.49,0.75,225.0,numubar,4.448e-05
158.49,0.75,225.0,nue,3.6839e-06
158.49,0.75,225.0,nuebar,3.0271e-06
177.83,0.75,225.0,numu,4.6407e-05
177.83,0.75,225.0,numubar,3.0322e-05
177.83,0.75,225.0,nue,2.5095e-06
177.83,0.75,225.0,nuebar,2.0147e-06
199.53,0.75,225.0,numu,3.2025e-05
199.53,0.75,225.0,numubar,2.0671e-05
199.53,0.75,225.0,nue,1.532e-06
199.53,0.75,225.0,nuebar,1.3455e-06
223.87,0.75,225.0,numu,2.2126e-05
223.87,0.75,225.0,numubar,1.4519e-05
223.87,0.75,225.0,nue,1.0267e-06
223.87,0.75,225.0,nuebar,8.847e-07
251.19,0.75,225.0,numu,1.5512e-05
251.19,0.75,225.0,numubar,1.0148e-05
251.19,0.75,225.0,nue,7.4559e-07
251.19,0.75,225.0,nuebar,5.8873e-07
281.84,0.75,225.0,numu,1.0612e-05
281.84,0.75,225.0,numubar,7.0402e-06
281.84,0.75,225.0,nue,4.8705e-07
281.84,0.75,225.0,nuebar,4.1724e-07
316.23,0.75,225.0,numu,7.6265e-06
316.23,0.75,225.0,numubar,4.925e-06
316.23,0.75,225.0,nue,3.5321e-07
316.23,0.75,225.0,nuebar,2.8446e-07
354.81,0.75,225.0,numu,5.3209e-06
354.81,0.75,225.0,numubar,3.3837e-06
354.81,0.75,225.0,nue,2.4234e-07
354.81,0.75,225.0,nuebar,1.8494e-07
398.11,0.75,225.0,numu,3.6843e-06
398.11,0.75,225.0,numubar,2.3342e-06
398.11,0.75,225.0,nue,1.6586e-07
398.11,0.75,225.0,nuebar,1.1966e-07
446.68,0.75,225.0,numu,2.5491e-06
446.68,0.75,225.0,numubar,1.6201e-06
446.68,0.75,225.0,nue,1.0845e-07
446.68,0.75,225.0,nuebar,8.0934e-08
501.19,0.75,225.0,numu,1.7593e-06
501.19,0.75,225.0,numubar,1.0946e-06
501.19,0.75,225.0,nue,7.5855e-08
501.19,0.75,225.0,nuebar,5.698e-08
562.34,0.75,225.0,numu,1.2203e-06
562.34,0.75,225.0,numubar,7.5691e-07
562.34,0.75,225.0,nue,4.9779e-08
562.34,0.75,225.0,nuebar,3.7611e-08
630.96,0.75,225.0,numu,8.3399e-07
630.96,0.75,225.0,numubar,5.1902e-07
630.96,0.75,225.0,nue,3.3384e-08
630.96,0.75,225.0,nuebar,2.4524e-08
707.95,0.75,225.0,numu,5.7139e-07
707.95,0.75,225.0,numubar,3.5262e-07
707.95,0.75,225.0,nue,2.242e-08
707.95,0.75,225.0,nuebar,1.7304e-08
794.33,0.75,225.0,numu,3.9807e-07
794.33,0.75,225.0,numubar,2.4413e-07
794.33,0.75,225.0,nue,1.4971e-08
794.33,0.75,225.0,nuebar,1.245e-08
891.25,0.75,225.0,numu,2.7411e-07
891.25,0.75,225.0,numubar,1.7061e-07
891.25,0.75,225.0,nue,1.008e-08
891.25,0.75,225.0,nuebar,8.1883e-09
1000.0,0.75,225.0,numu,1.8622e-07
1000.0,0.75,225.0,numubar,1.1405e-07
1000.0,0.75,225.0,nue,6.494e-09
1000.0,0.75,225.0,nuebar,5.0619e-09
1122.0,0.75,225.0,numu,1.255e-07
1122.0,0.75,225.0,numubar,7.5817e-08
1122.0,0.75,225.0,nue,4.2757e-09
1122.0,0.75,225.0,nuebar,3.4826e-09
1258.9,0.75,225.0,numu,8.5772e-08
1258.9,0.75,225.0,numubar,5.1566e-08
1258.9,0.75,225.0,nue,2.8678e-09
1258.9,0.75,225.0,nuebar,2.3282e-09
1412.5,0.75,225.0,numu,5.873e-08
1412.5,0.75,225.0,numubar,3.5454e-08
1412.5,0.75,225.0,nue,2.0019e-09
1412.5,0.75,225.0,nuebar,1.4193e-09
1584.9,0.75,225.0,numu,3.9528e-08
1584.9,0.75,225.0,numubar,2.3223e-08
1584.9,0.75,225.0,nue,1.3539e-09
1584.9,0.75,225.0,nuebar,9.2788e-10
1778.3,0.75,225.0,numu,2.5911e-08
1778.3,0.75,225.0,numubar,1.557e-08
1778.3,0.75,225.0,nue,8.5112e-10
1778.3,0.75,225.0,nuebar,6.5778e-10
1995.3,0.75,225.0,numu,1.7658e-08
1995.3,0.75,225.0,numubar,1.0503e-08
1995.3,0.75,225.0,nue,5.5115e-10
1995.3,0.75,225.0,nuebar,4.2781e-10
2238.7,0.75,225.0,numu,1.1919e-08
2238.7,0.75,225.0,numubar,6.8754e-09
2238.7,0.75,225.0,nue,3.8866e-10
2238.7,0.75,225.0,nuebar,3.1206e-10
2511.9,0.75,225.0,numu,7.9419e-09
2511.9,0.75,225.0,numubar,4.7129e-09
2511.9,0.75,225.0,nue,2.4953e-10
2511.9,0.75,225.0,nuebar,2.0957e-10
2818.4,0.75,225.0,numu,5.4697e-09
2818.4,0.75,225.0,numubar,3.2338e-09
2818.4,0.75,225.0,nue,1.7023e-10
2818.4,0.75,225.0,nuebar,1.281e-10
3162.3,0.75,225.0,numu,3.7357e-09
3162.3,0.75,225.0,numubar,2.1932e-09
3162.3,0.75,225.0,nue,1.1042e-10
3162.3,0.75,225.0,nuebar,7.9231e-11
3548.1,0.75,225.0,numu,2.4433e-09
3548.1,0.75,225.0,numubar,1.3943e-09
3548.1,0.75,225.0,nue,6.7405e-11
3548.1,0.75,225.0,nuebar,5.336e-11
3981.1,0.75,225.0,numu,1.6148e-09
3981.1,0.75,225.0,numubar,9.3097e-10
3981.1,0.75,225.0,nue,4.9095e-11
3981.1,0.75,225.0,nuebar,4.3506e-11
4466.8,0.75,225.0,numu,1.0601e-09
4466.8,0.75,225.0,numubar,6.1991e-10
4466.8,0.75,225.0,nue,3.5537e-11
4466.8,0.75,225.0,nuebar,2.5723e-11
5011.9,0.75,225.0,numu,7.1286e-10
5011.9,0.75,225.0,numubar,4.0752e-10
5011.9,0.75,225.0,nue,1.8047e-11
5011.9,0.75,225.0,nuebar,1.3193e-11
5623.4,0.75,225.0,numu,4.7985e-10
5623.4,0.75,225.0,numubar,2.6123e-10
5623.4,0.75,225.0,nue,1.0746e-11
5623.4,0.75,225.0,nuebar,1.0279e-11
6309.6,0.75,225.0,numu,3.1249e-10
6309.6,0.75,225.0,numubar,1.7317e-10
6309.6,0.75,225.0,nue,8.9558e-12
6309.6,0.75,225.0,nuebar,5.7253e-12
7079.5,0.75,225.0,numu,2.0664e-10
7079.5,0.75,225.0,numubar,1.1361e-10
7079.5,0.75,225.0,nue,6.4164e-12
7079.5,0.75,225.0,nuebar,3.5236e-12
7943.3,0.75,225.0,numu,1.3613e-10
7943.3,0.75,225.0,numubar,7.3998e-11
7943.3,0.75,225.0,nue,4.5411e-12
7943.3,0.75,225.0,nuebar,1.8966e-12
8912.5,0.75,225.0,numu,8.903e-11
8912.5,0.75,225.0,numubar,4.9429e-11
8912.5,0.75,225.0,nue,2.9074e-12
8912.5,0.75,225.0,nuebar,1.1786e-12
10000.0,0.75,225.0,numu,5.6815e-11
10000.0,0.75,225.0,numubar,3.2506e-11
10000.0,0.75,225.0,nue,1.8338e-12
10000.0,0.75,225.0,nuebar,8.3984e-13
0.1,0.75,255.0,numu,9065.3
0.1,0.75,255.0,numubar,9344.4
0.1,0.75,255.0,nue,4574.5
0.1,0.75,255.0,nuebar,4245.2
0.1122,0.75,255.0,numu,8181.4
0.1122,0.75,255.0,numubar,8408.4
0.1122,0.75,255.0,nue,4138.0
0.1122,0.75,255.0,nuebar,3796.5
0.12589,0.75,255.0,numu,7315.0
0.12589,0.75,255.0,numubar,7518.8
0.12589,0.75,255.0,nue,3708.9
0.12589,0.75,255.0,nuebar,3362.1
0.14125,0.75,255.0,numu,6502.5
0.14125,0.75,255.0,numubar,6675.5
0.14125,0.75,255.0,nue,3273.1
0.14125,0.75,255.0,nuebar,2949.1
0.15849,0.75,255.0,numu,5726.1
0.15849,0.75,255.0,numubar,5840.0
0.15849,0.75,255.0,nue,2855.1
0.15849,0.75,255.0,nuebar,2550.7
0.17783,0.75,255.0,numu,4963.4
0.17783,0.75,255.0,numubar,5038.8
0.17783,0.75,255.0,nue,2480.0
0.17783,0.75,255.0,nuebar,2174.7
0.19953,0.75,255.0,numu,4247.7
0.19953,0.75,255.0,numubar,4307.9
0.19953,0.75,255.0,nue,2126.4
0.19953,0.75,255.0,nuebar,1850.8
0.22387,0.75,255.0,numu,3577.3
0.22387,0.75,255.0,numubar,3629.1
0.22387,0.75,255.0,nue,1801.1
0.22387,0.75,255.0,nuebar,1556.8
0.25119,0.75,255.0,numu,2976.9
0.25119,0.75,255.0,numubar,3013.7
0.25119,0.75,255.0,nue,1510.3
0.25119,0.75,255.0,nuebar,1297.9
0.28184,0.75,255.0,numu,2454.4
0.28184,0.75,255.0,numubar,2472.2
0.28184,0.75,255.0,nue,1247.1
0.28184,0.75,255.0,nuebar,1068.4
0.31623,0.75,255.0,numu,1999.3
0.31623,0.75,255.0,numubar,2005.2
0.31623,0.75,255.0,nue,1024.0
0.31623,0.75,255.0,nuebar,860.98
0.35481,0.75,255.0,numu,1611.7
0.35481,0.75,255.0,numubar,1611.2
0.35481,0.75,255.0,nue,830.19
0.35481,0.75,255.0,nuebar,684.83
0.39811,0.75,255.0,numu,1287.5
0.39811,0.75,255.0,numubar,1282.8
0.39811,0.75,255.0,nue,664.09
0.39811,0.75,255.0,nuebar,542.87
0.44668,0.75,255.0,numu,1019.6
0.44668,0.75,255.0,numubar,1008.3
0.44668,0.75,255.0,nue,525.2
0.44668,0.75,255.0,nuebar,426.64
0.50119,0.75,255.0,numu,797.99
0.50119,0.75,255.0,numubar,782.98
0.50119,0.75,255.0,nue,411.8
0.50119,0.75,255.0,nuebar,333.17
0.56234,0.75,255.0,numu,617.84
0.56234,0.75,255.0,numubar,606.85
0.56234,0.75,255.0,nue,319.47
0.56234,0.75,255.0,nuebar,254.68
0.63096,0.75,255.0,numu,474.74
0.63096,0.75,255.0,numubar,464.46
0.63096,0.75,255.0,nue,243.15
0.63096,0.75,255.0,nuebar,193.78
0.70795,0.75,255.0,numu,361.45
0.70795,0.75,255.0,numubar,350.27
0.70795,0.75,255.0,nue,184.32
0.70795,0.75,255.0,nuebar,147.18
0.79433,0.75,255.0,numu,273.64
0.79433,0.75,255.0,numubar,264.84
0.79433,0.75,255.0,nue,138.45
0.79433,0.75,255.0,nuebar,110.3
0.89125,0.75,255.0,numu,206.37
0.89125,0.75,255.0,numubar,199.3
0.89125,0.75,255.0,nue,102.69
0.89125,0.75,255.0,nuebar,81.896
1.0,0.75,255.0,numu,156.03
1.0,0.75,255.0,numubar,147.85
1.0,0.75,255.0,nue,76.402
1.0,0.75,255.0,nuebar,60.336
1.122,0.75,255.0,numu,117.35
1.122,0.75,255.0,numubar,110.04
1.122,0.75,255.0,nue,56.201
1.122,0.75,255.0,nuebar,44.092
1.2589,0.75,255.0,numu,87.891
1.2589,0.75,255.0,numubar,81.749
1.2589,0.75,255.0,nue,40.889
1.2589,0.75,255.0,nuebar,32.1
1.4125,0.75,255.0,numu,65.294
1.4125,0.75,255.0,numubar,60.153
1.4125,0.75,255.0,nue,29.733
1.4125,0.75,255.0,nuebar,23.434
1.5849,0.75,255.0,numu,48.372
1.5849,0.75,255.0,numubar,43.926
1.5849,0.75,255.0,nue,21.562
1.5849,0.75,255.0,nuebar,16.875
1.7783,0.75,255.0,numu,35.808
1.7783,0.75,255.0,numubar,32.181
1.7783,0.75,255.0,nue,15.415
1.7783,0.75,255.0,nuebar,11.997
1.9953,0.75,255.0,numu,26.159
1.9953,0.75,255.0,numubar,23.301
1.9953,0.75,255.0,nue,11.093
1.9953,0.75,255.0,nuebar,8.5169
2.2387,0.75,255.0,numu,19.067
2.2387,0.75,255.0,numubar,16.791
2.2387,0.75,255.0,nue,7.8875
2.2387,0.75,255.0,nuebar,6.0248
2.5119,0.75,255.0,numu,14.035
2.5119,0.75,255.0,numubar,12.203
2.5119,0.75,255.0,nue,5.5337
2.5119,0.75,255.0,nuebar,4.2962
2.8184,0.75,255.0,numu,10.296
2.8184,0.75,255.0,numubar,8.8446
2.8184,0.75,255.0,nue,3.8689
2.8184,0.75,255.0,nuebar,2.9769
3.1623,0.75,255.0,numu,7.4298
3.1623,0.75,255.0,numubar,6.2851
3.1623,0.75,255.0,nue,2.6877
3.1623,0.75,255.0,nuebar,2.0327
3.5481,0.75,255.0,numu,5.3571
3.5481,0.75,255.0,numubar,4.4947
3.5481,0.75,255.0,nue,1.8601
3.5481,0.75,255.0,nuebar,1.3998
3.9811,0.75,255.0,numu,3.884
3.9811,0.75,255.0,numubar,3.2239
3.9811,0.75,255.0,nue,1.2809
3.9811,0.75,255.0,nuebar,0.96496
4.4668,0.75,255.0,numu,2.806
4.4668,0.75,255.0,numubar,2.2909
4.4668,0.75,255.0,nue,0.86994
4.4668,0.75,255.0,nuebar,0.66129
5.0119,0.75,255.0,numu,2.0016
5.0119,0.75,255.0,numubar,1.6372
5.0119,0.75,255.0,nue,0.59783
5.0119,0.75,255.0,nuebar,0.45159
5.6234,0.75,255.0,numu,1.4282
5.6234,0.75,255.0,numubar,1.1707
5.6234,0.75,255.0,nue,0.41213
5.6234,0.75,255.0,nuebar,0.30966
6.3096,0.75,255.0,numu,1.0301
6.3096,0.75,255.0,numubar,0.82895
6.3096,0.75,255.0,nue,0.28212
6.3096,0.75,255.0,nuebar,0.21022
7.0795,0.75,255.0,numu,0.73795
7.0795,0.75,255.0,numubar,0.58564
7.0795,0.75,255.0,nue,0.18729
7.0795,0.75,255.0,nuebar,0.14279
7.9433,0.75,255.0,numu,0.5282
7.9433,0.75,255.0,numubar,0.40942
7.9433,0.75,255.0,nue,0.12405
7.9433,0.75,255.0,nuebar,0.096839
8.9125,0.75,255.0,numu,0.3812
8.9125,0.75,255.0,numubar,0.28733
8.9125,0.75,255.0,nue,0.083445
8.9125,0.75,255.0,nuebar,0.064389
10.0,0.75,255.0,numu,0.27188
10.0,0.75,255.0,numubar,0.21171
10.0,0.75,255.0,nue,0.057405
10.0,0.75,255.0,nuebar,0.043559
11.22,0.75,255.0,numu,0.19354
11.22,0.75,255.0,numubar,0.15064
11.22,0.75,255.0,nue,0.038669
11.22,0.75,255.0,nuebar,0.029376
12.589,0.75,255.0,numu,0.13761
12.589,0.75,255.0,numubar,0.10621
12.589,0.75,255.0,nue,0.025681
12.589,0.75,255.0,nuebar,0.019693
14.125,0.75,255.0,numu,0.098449
14.125,0.75,255.0,numubar,0.075277
14.125,0.75,255.0,nue,0.017177
14.125,0.75,255.0,nuebar,0.013161
15.849,0.75,255.0,numu,0.070098
15.849,0.75,255.0,numubar,0.052885
15.849,0.75,255.0,nue,0.011395
15.849,0.75,255.0,nuebar,0.0089188
17.783,0.75,255.0,numu,0.050037
17.783,0.75,255.0,numubar,0.037168
17.783,0.75,255.0,nue,0.007721
17.783,0.75,255.0,nuebar,0.0058902
19.953,0.75,255.0,numu,0.035791
19.953,0.75,255.0,numubar,0.026491
19.953,0.75,255.0,nue,0.0050985
19.953,0.75,255.0,nuebar,0.0038434
22.387,0.75,255.0,numu,0.025406
22.387,0.75,255.0,numubar,0.018755
22.387,0.75,255.0,nue,0.0033128
22.387,0.75,255.0,nuebar,0.0025506
25.119,0.75,255.0,numu,0.017999
25.119,0.75,255.0,numubar,0.01326
25.119,0.75,255.0,nue,0.0022561
25.119,0.75,255.0,nuebar,0.001716
28.184,0.75,255.0,numu,0.012759
28.184,0.75,255.0,numubar,0.0093364
28.184,0.75,255.0,nue,0.0015554
28.184,0.75,255.0,nuebar,0.0011436
31.623,0.75,255.0,numu,0.0090409
31.623,0.75,255.0,numubar,0.0066299
31.623,0.75,255.0,nue,0.00098814
31.623,0.75,255.0,nuebar,0.0007617
35.481,0.75,255.0,numu,0.0064266
35.481,0.75,255.0,numubar,0.0046903
35.481,0.75,255.0,nue,0.00066012
35.481,0.75,255.0,nuebar,0.00051394
39.811,0.75,255.0,numu,0.0045308
39.811,0.75,255.0,numubar,0.0033155
39.811,0.75,255.0,nue,0.00044624
39.811,0.75,255.0,nuebar,0.00034785
44.668,0.75,255.0,numu,0.0031857
44.668,0.75,255.0,numubar,0.0023352
44.668,0.75,255.0,nue,0.00030067
44.668,0.75,255.0,nuebar,0.00023197
50.119,0.75,255.0,numu,0.0022507
50.119,0.75,255.0,numubar,0.0016366
50.119,0.75,255.0,nue,0.00019977
50.119,0.75,255.0,nuebar,0.00015142
56.234,0.75,255.0,numu,0.0015951
56.234,0.75,255.0,numubar,0.0011452
56.234,0.75,255.0,nue,0.00013019
56.234,0.75,255.0,nuebar,9.993e-05
63.096,0.75,255.0,numu,0.0011239
63.096,0.75,255.0,numubar,0.00079335
63.096,0.75,255.0,nue,8.7595e-05
63.096,0.75,255.0,nuebar,6.8466e-05
70.795,0.75,255.0,numu,0.00079494
70.795,0.75,255.0,numubar,0.00055735
70.795,0.75,255.0,nue,5.9431e-05
70.795,0.75,255.0,nuebar,4.3759e-05
79.433,0.75,255.0,numu,0.00056628
79.433,0.75,255.0,numubar,0.00039566
79.433,0.75,255.0,nue,3.8502e-05
79.433,0.75,255.0,nuebar,3.0318e-05
89.125,0.75,255.0,numu,0.00040156
89.125,0.75,255.0,numubar,0.00027825
89.125,0.75,255.0,nue,2.6375e-05
89.125,0.75,255.0,nuebar,2.1904e-05
100.0,0.75,255.0,numu,0.00027494
100.0,0.75,255.0,numubar,0.00019118
100.0,0.75,255.0,nue,1.7591e-05
100.0,0.75,255.0,nuebar,1.4244e-05
112.2,0.75,255.0,numu,0.00019223
112.2,0.75,255.0,numubar,0.00013391
112.2,0.75,255.0,nue,1.1923e-05
