radius,electron_density_mol_cm3
0.384,3.9902490236214203
0.3845,3.971915494694403
0.385,3.944573020752784
0.3855,3.926449353995998
0.386,3.90840895792402
0.3865,3.8815036599064823
0.387,3.8636697705406915
0.3875,3.8370724549227875
0.388,3.8194427084004654
0.3885,3.793149849736819
0.389,3.77572190925416
0.3895,3.758374042884441
0.39,3.7325015779572053
0.3905,3.715352290971725
0.391,3.6897759857015027
0.3915,3.672823004980846
0.392,3.6559479161312485
0.3925,3.630780547701014
0.393,3.6140986263961334
0.3935,3.5892193464500526
0.394,3.5727283815192896
0.3945,3.5563131856898536
0.395,3.53183169791957
0.3955,3.5156044052829816
0.396,3.4914031547858615
0.3965,3.4753616144320585
0.397,3.45939377826122
0.3975,3.4355794789987466
0.398,3.4197944251370886
0.3985,3.3962527259040844
0.399,3.3806483620598162
0.3995,3.3651156937549076
0.4,3.3419504002611427
0.4005,3.326595532940045
0.401,3.303695410368148
0.4015,3.2885163087598306
0.402,3.273406948788382
0.4025,3.250872973854344
0.403,3.2359365692962827
0.4035,3.213660538640317
0.404,3.198895109691398
0.4045,3.1841975217261247
0.405,3.1622776601683795
0.4055,3.1477483141013156
0.406,3.1332857243155856
0.4065,3.1117163371060177
0.407,3.0974192992165803
0.4075,3.076096814740708
0.408,3.061963433690677
0.4085,3.047894989627983
0.409,3.0269134281013055
0.4095,3.013006024186121
0.41,2.992264636608189
0.4105,2.9785164294291895
0.411,2.9648313895243423
0.4115,2.944421633798761
0.412,2.930893245250321
0.4125,2.917427014001167
0.413,2.8973435877013234
0.4135,2.884031503126606
0.414,2.864177969906581
0.4145,2.8510182675039095
0.415,2.837919028441556
0.4155,2.8183829312644537
0.416,2.8054336379517135
0.4165,2.7925438412373382
0.417,2.7733201046518405
0.4175,2.760577856220346
0.418,2.7415741719278826
0.4185,2.728977782808041
0.419,2.7164392688390824
0.4195,2.69773943244492
0.42,2.685344445658507
0.4205,2.673006408663311
0.421,2.654605561975539
0.4215,2.6424087573219466
0.422,2.6302679918953817
0.4225,2.6121613543992064
0.423,2.600159563165272
0.4235,2.582260190634596
0.424,2.5703957827688635
0.4245,2.5585858869056457
0.425,2.540972705549305
0.4255,2.529297996446145
0.426,2.5176769277588558
0.4265,2.5003453616964313
0.427,2.488857318282391
0.4275,2.4717241450161302
0.428,2.4603676041476272
0.4285,2.4490632418447453
0.429,2.4378108183687526
0.4295,2.4210290467361784
0.43,2.409905428686595
0.4305,2.3988329190194904
0.431,2.38231946935869
0.4315,2.371373705661655
0.432,2.3550492838960095
0.4325,2.344228815319922
0.433,2.333458062281003
0.4335,2.3173946499684783
0.434,2.306747188720069
0.4345,2.296148648112362
0.435,2.280342072000418
0.4355,2.269864851883822
0.436,2.2594357702209775
0.4365,2.2438819237827663
0.437,2.2335722228305315
0.4375,2.223309890651403
0.438,2.2080047330188997
0.4385,2.197859872784825
0.439,2.1877616239495525
0.4395,2.1727011788637447
0.44,2.1627185237270203
0.4405,2.152781734724373
0.441,2.137962089502232
0.4415,2.128139045982712
0.442,2.118361135248502
0.4425,2.1037784397664754
0.443,2.0941124558508926
0.4435,2.084490883097289
0.444,2.0701413487910423
0.4445,2.06062991327
0.445,2.0511621788255656
0.4455,2.0370420777057183
0.446,2.027682719521282
0.4465,2.0183663636815607
0.447,2.004472027365161
0.4475,1.9952623149688795
0.448,1.9860949173573714
0.4485,1.9724227361148536
0.449,1.9633602768360467
0.4495,1.9543394557753946
0.45,1.940885877592778
0.4505,1.931968317016924
0.451,1.9230917289101583
0.4515,1.9142559250210855
0.452,1.9010782799233001
0.4525,1.8923436186449756
0.453,1.8836490894898006
0.4535,1.8706821403658007
0.454,1.8620871366628675
0.4545,1.8535316234148114
0.455,1.840772001468956
0.4555,1.8323144223712116
0.456,1.823895702319638
0.4565,1.8155156627731355
0.457,1.803017740859569
0.4575,1.7947336268325265
0.458,1.7864875748520508
0.4585,1.7741894808901657
0.459,1.7660378206861644
0.4595,1.7579236139586927
0.46,1.7458221529205038
0.4605,1.7378008287493754
0.461,1.7298163592151015
0.4615,1.717908387157588
0.462,1.7100153150902877
0.4625,1.7021585083949506
0.463,1.6943378004473284
0.4635,1.6826740610704674
0.464,1.6749428760264373
0.4645,1.667247212551063
0.465,1.6557699634695282
0.4655,1.6481623915255081
0.466,1.6405897731995394
0.4665,1.6330519478943344
0.467,1.62181009735893
0.4675,1.6143585568264862
0.468,1.6069412530128773
0.4685,1.599558028614669
0.469,1.588546748597779
0.4695,1.5812480392703832
0.47,1.5739828644662195
0.4705,1.563147642640954
0.471,1.5559656316050745
0.4715,1.5488166189124815
0.472,1.5417004529495595
0.4725,1.53108746168203
0.473,1.5240527537972912
0.4735,1.5170503674593367
0.474,1.5100801541641484
0.4745,1.4996848355023735
0.475,1.492794409578996
0.4755,1.485935642287007
0.476,1.4757065332758945
0.4765,1.4689262776438667
0.477,1.4621771744567182
0.4775,1.455459080581966
0.478,1.4454397707459274
0.4785,1.4387985782558455
0.479,1.4321878992735435
0.4795,1.4256075936021881
0.48,1.4157937799570817
0.4805,1.4092887984218747
0.481,1.4028137045619582
0.4815,1.3963683610559376
0.482,1.3867558288718884
0.4825,1.3803842646028848
0.483,1.3740419750125152
0.4835,1.367728825595849
0.484,1.3583134465871542
0.4845,1.3520725631942772
0.485,1.3458603540559484
0.4855,1.3396766874259352
0.486,1.330454417978091
0.4865,1.3243415351946646
0.487,1.318256738556407
0.4875,1.3121998990192032
0.488,1.3031667784522993
0.4885,1.297179270983956
0.489,1.2912192736135342
0.4895,1.2852866599436155
0.49,1.2764388088113439
0.4905,1.2705741052085415
0.491,1.2647363474711513
0.4915,1.2589254117941673
0.492,1.2502590302177201
0.4925,1.244514611771385
0.493,1.2387965865303692
0.4935,1.233104833228909
0.494,1.2274392311584073
0.4945,1.2189895989248665
0.495,1.2133888504649772
0.4955,1.2078138351067802
0.496,1.202264434617413
0.4965,1.1939881044642733
0.497,1.1885022274370185
0.4975,1.1830415557251648
0.498,1.1776059735208073
0.4985,1.1721953655481305
0.499,1.1641260294104914
0.4995,1.158777356155126
0.5,1.1534532578210923
