radius,electron_density_mol_cm3,neutron_density_mol_cm3
0.410839,2.98653081394755,0.5010879997049313
0.412542,2.9314264356001964,0.4917187685766802
0.414246,2.8773321609514837,0.4825478559100515
0.415953,2.8242230941226323,0.4735457857345286
0.417661,2.772087917995834,0.4646871693414303
0.419372,2.7208963621979696,0.456014049995022
0.421085,2.67065014993268,0.4475027896321046
0.4228,2.6213197520913942,0.4391262246762704
0.424517,2.572900551155192,0.4309281391579631
0.426237,2.5253699012408486,0.4228821119374428
0.427958,2.4787173119574404,0.4149862968214837
0.429682,2.4329153583782728,0.4072360144255595
0.431408,2.387959737271771,0.3996304585330801
0.433137,2.343824016299731,0.3921651208964221
0.434868,2.3005040385059856,0.3848392231657076
0.436601,2.257984726830089,0.3776501611512008
0.438336,2.216241076684142,0.3705936726426362
0.440074,2.1752691466950247,0.3636598401083013
0.441814,2.135049753834883,0.3568639088256149
0.443556,2.0955691676582457,0.3501941552749432
0.445301,2.0568186425408657,0.3436490434965376
0.447048,2.018784678451414,0.3372262445129785
0.448798,1.9814449000843852,0.3309219489041326
0.45055,1.944795764490398,0.324735494833086
0.452304,1.908824497425447,0.318664679839848
0.454061,1.873518560920076,0.3127231582602863
0.455821,1.8388571806394425,0.3068677107982247
0.457582,1.8048412154982945,0.3011301956580032
0.459347,1.7714504132818352,0.2954992613980907
0.461114,1.738677363842232,0.2899736088971236
0.462883,1.7065106383287845,0.2845656770393696
0.464655,1.6749390193323797,0.2792444539084679
0.466429,1.6439477116398264,0.2740220915257167
0.468206,1.6135298344670763,0.2688973844626563
0.469985,1.5836784242098194,0.2638757999387118
0.471767,1.5543792855469951,0.2589414212974561
0.473551,1.525618688203864,0.2540987172119338
0.475338,1.4973936945378783,0.2493471439928472
0.477128,1.46969426673443,0.244697385799383
0.47892,1.4425105562709384,0.2401227017288203
0.480715,1.4158296402533996,0.235627554460732
0.482512,1.389645418684962,0.2312346779493066
0.484312,1.3639485862768104,0.2269121226467825
0.486114,1.3387269306201766,0.2226709254396182
0.487919,1.313977715991423,0.2185183184867378
0.489727,1.289686043233779,0.2144349792563047
0.491537,1.26584636842824,0.2104369701766915
0.49335,1.2424496555122992,0.2065049574754196
0.495165,1.2194881933900574,0.2026473865787212
0.496983,1.1969543847324315,0.198869998117698
0.498804,1.174839392394917,0.1951559781331919
0.500627,1.1531348564544286,0.1915111328658345
0.502452,1.1318333852396103,0.1879428235379761
0.504281,1.1109279669201224,0.1844333975163556
0.506112,1.0904119440851376,0.180997992866116
0.507945,1.0702762788146505,0.1776192891099255
0.509782,1.0505160692714872,0.1743041966973544
0.51162,1.0311230611584492,0.1710585919749001
0.513462,1.0120915291934909,0.1678666835472915
0.515306,0.9934138944716028,0.1647353931742561
0.517152,0.97508460569864,0.1616694124506434
0.519002,0.9570964381530148,0.1586542250329838
0.520853,0.9394442227335528,0.1556963425504975
0.522708,0.9221203363176949,0.1527998980639533
0.524565,0.9051200804545144,0.1499522882785549
0.526424,0.8884373335400703,0.1471580428822867
0.528286,0.8720654887592021,0.1444226865827742
0.530151,0.8559994783180916,0.1417337940830754
0.532018,0.8402344812628305,0.1390986299922654
0.533888,0.8247643869689142,0.1365111191308354
0.53576,0.8095847148666416,0.1339692412686064
0.537635,0.7946891800547055,0.1314842021612703
0.539512,0.7800725576038416,0.1290384787840022
