radius,temperature_MK,density_log_10,shell_mass_solar,be7_mass_fraction,pp fraction,8B fraction,13N fraction,15O fraction,17F fraction,7Be fraction,pep fraction,hep fraction
0.16431,10.61,1.611,0.001846,1.829e-13,0.002646,4.052e-06,0.002167,1.304e-05,1.074e-05,0.0002873,0.001861,0.003591
0.16496,10.587,1.609,0.001861,1.776e-13,0.002631,3.818e-06,0.00218,1.212e-05,1.02e-05,0.00028,0.001841,0.003591
0.16562,10.563,1.606,0.001877,1.724e-13,0.002616,3.596e-06,0.002187,1.125e-05,9.683e-06,0.0002728,0.001822,0.003592
0.16628,10.539,1.604,0.001892,1.673e-13,0.0026,3.386e-06,0.002191,1.042e-05,9.186e-06,0.0002658,0.001802,0.003592
0.16694,10.515,1.601,0.001908,1.624e-13,0.002585,3.186e-06,0.00219,9.652e-06,8.71e-06,0.0002588,0.001782,0.003592
0.16761,10.491,1.599,0.001924,1.575e-13,0.002569,2.996e-06,0.002184,8.927e-06,8.256e-06,0.000252,0.001762,0.003592
0.16829,10.466,1.596,0.001941,1.528e-13,0.002553,2.816e-06,0.002174,8.247e-06,7.821e-06,0.0002453,0.001742,0.003591
0.16896,10.442,1.593,0.001957,1.482e-13,0.002537,2.645e-06,0.00216,7.61e-06,7.406e-06,0.0002387,0.001722,0.00359
0.16965,10.417,1.591,0.001974,1.437e-13,0.00252,2.484e-06,0.002141,7.016e-06,7.009e-06,0.0002322,0.001702,0.003589
0.17034,10.393,1.588,0.00199,1.392e-13,0.002504,2.331e-06,0.002119,6.462e-06,6.63e-06,0.0002259,0.001682,0.003587
0.17103,10.368,1.586,0.002007,1.349e-13,0.002487,2.186e-06,0.002094,5.946e-06,6.269e-06,0.0002197,0.001661,0.003586
0.17173,10.343,1.583,0.002025,1.307e-13,0.002469,2.049e-06,0.002065,5.467e-06,5.924e-06,0.0002136,0.001641,0.003584
0.17243,10.318,1.58,0.002042,1.266e-13,0.002452,1.92e-06,0.002032,5.023e-06,5.595e-06,0.0002076,0.001621,0.003581
0.17313,10.293,1.577,0.002059,1.226e-13,0.002435,1.798e-06,0.001997,4.611e-06,5.282e-06,0.0002017,0.0016,0.003578
0.17385,10.268,1.575,0.002077,1.187e-13,0.002417,1.682e-06,0.001959,4.231e-06,4.984e-06,0.0001959,0.00158,0.003575
0.17456,10.243,1.572,0.002095,1.149e-13,0.002399,1.573e-06,0.001919,3.88e-06,4.699e-06,0.0001902,0.001559,0.003572
0.17529,10.217,1.569,0.002113,1.112e-13,0.00238,1.47e-06,0.001876,3.557e-06,4.429e-06,0.0001847,0.001539,0.003568
0.17601,10.192,1.566,0.002131,1.076e-13,0.002362,1.373e-06,0.001831,3.26e-06,4.172e-06,0.0001792,0.001518,0.003564
0.17675,10.166,1.563,0.002149,1.04e-13,0.002343,1.282e-06,0.001785,2.986e-06,3.928e-06,0.0001739,0.001497,0.003559
0.17748,10.14,1.561,0.002168,1.006e-13,0.002324,1.196e-06,0.001737,2.736e-06,3.695e-06,0.0001686,0.001476,0.003554
0.17823,10.114,1.558,0.002186,9.726e-14,0.002305,1.115e-06,0.001688,2.506e-06,3.475e-06,0.0001635,0.001456,0.003549
0.17898,10.088,1.555,0.002205,9.4e-14,0.002285,1.039e-06,0.001638,2.295e-06,3.265e-06,0.0001585,0.001435,0.003543
0.17973,10.062,1.552,0.002224,9.082e-14,0.002265,9.671e-07,0.001587,2.103e-06,3.067e-06,0.0001536,0.001414,0.003536
0.18049,10.036,1.549,0.002243,8.773e-14,0.002245,8.999e-07,0.001535,1.927e-06,2.878e-06,0.0001488,0.001393,0.00353
0.18126,10.01,1.546,0.002262,8.472e-14,0.002225,8.367e-07,0.001483,1.766e-06,2.7e-06,0.0001441,0.001372,0.003522
0.18203,9.983,1.543,0.002281,8.179e-14,0.002205,7.775e-07,0.001431,1.619e-06,2.531e-06,0.0001394,0.001351,0.003515
0.1828,9.956,1.54,0.002301,7.894e-14,0.002184,7.219e-07,0.001379,1.485e-06,2.371e-06,0.0001349,0.00133,0.003507
0.18359,9.93,1.536,0.00232,7.616e-14,0.002163,6.698e-07,0.001327,1.363e-06,2.22e-06,0.0001305,0.001309,0.003498
0.18438,9.903,1.533,0.00234,7.347e-14,0.002142,6.211e-07,0.001275,1.251e-06,2.077e-06,0.0001262,0.001288,0.003489
0.18517,9.876,1.53,0.00236,7.085e-14,0.00212,5.755e-07,0.001224,1.149e-06,1.942e-06,0.000122,0.001267,0.003479
0.18597,9.849,1.527,0.002379,6.831e-14,0.002098,5.328e-07,0.001173,1.056e-06,1.815e-06,0.0001179,0.001246,0.003469
0.18678,9.821,1.524,0.002399,6.583e-14,0.002076,4.929e-07,0.001123,9.714e-07,1.694e-06,0.0001139,0.001225,0.003458
0.18759,9.794,1.52,0.002419,6.343e-14,0.002054,4.557e-07,0.001074,8.939e-07,1.581e-06,0.0001099,0.001204,0.003447
0.18841,9.767,1.517,0.00244,6.11e-14,0.002032,4.21e-07,0.001026,8.23e-07,1.474e-06,0.0001061,0.001183,0.003436
0.18923,9.739,1.514,0.00246,5.884e-14,0.002009,3.886e-07,0.0009786,7.581e-07,1.373e-06,0.0001024,0.001162,0.003423
0.19007,9.711,1.51,0.00248,5.665e-14,0.001986,3.585e-07,0.0009324,6.988e-07,1.279e-06,9.873e-05,0.001141,0.00341
0.1909,9.683,1.507,0.0025,5.452e-14,0.001963,3.304e-07,0.0008875,6.444e-07,1.19e-06,9.517e-05,0.00112,0.003397
0.19175,9.655,1.504,0.002521,5.245e-14,0.00194,3.043e-07,0.0008437,5.945e-07,1.106e-06,9.171e-05,0.001099,0.003383
0.1926,9.627,1.5,0.002541,5.045e-14,0.001916,2.8e-07,0.0008012,5.486e-07,1.028e-06,8.834e-05,0.001078,0.003369
0.19345,9.599,1.497,0.002562,4.851e-14,0.001893,2.574e-07,0.00076,5.065e-07,9.542e-07,8.506e-05,0.001057,0.003354
0.19432,9.571,1.493,0.002582,4.663e-14,0.001869,2.365e-07,0.0007201,4.678e-07,8.852e-07,8.186e-05,0.001036,0.003338
0.19519,9.542,1.489,0.002603,4.481e-14,0.001845,2.171e-07,0.0006816,4.321e-07,8.205e-07,7.875e-05,0.001016,0.003322
0.19606,9.514,1.486,0.002623,4.305e-14,0.001821,1.991e-07,0.0006445,3.993e-07,7.6e-07,7.573e-05,0.0009949,0.003305
0.19695,9.485,1.482,0.002644,4.135e-14,0.001796,1.825e-07,0.0006087,3.689e-07,7.034e-07,7.279e-05,0.0009744,0.003288
0.19784,9.456,1.479,0.002664,3.97e-14,0.001772,1.671e-07,0.0005744,3.409e-07,6.505e-07,6.993e-05,0.000954,0.00327
0.19873,9.427,1.475,0.002685,3.81e-14,0.001747,1.529e-07,0.0005414,3.151e-07,6.011e-07,6.716e-05,0.0009336,0.003251
0.19964,9.398,1.471,0.002706,3.656e-14,0.001722,1.398e-07,0.0005098,2.911e-07,5.551e-07,6.446e-05,0.0009134,0.003232
0.20055,9.369,1.467,0.002726,3.507e-14,0.001697,1.277e-07,0.0004796,2.69e-07,5.121e-07,6.185e-05,0.0008932,0.003212
0.20146,9.34,1.463,0.002746,3.363e-14,0.001672,1.165e-07,0.0004507,2.485e-07,4.721e-07,5.931e-05,0.0008732,0.003192
0.20239,9.31,1.46,0.002767,3.224e-14,0.001647,1.062e-07,0.0004232,2.295e-07,4.349e-07,5.686e-05,0.0008533,0.003171
0.20332,9.281,1.456,0.002787,3.089e-14,0.001621,9.677e-08,0.0003969,2.119e-07,4.002e-07,5.448e-05,0.0008336,0.00315
0.20425,9.251,1.452,0.002807,2.96e-14,0.001596,8.808e-08,0.0003719,1.956e-07,3.681e-07,5.217e-05,0.000814,0.003128
0.2052,9.222,1.448,0.002827,2.834e-14,0.00157,8.009e-08,0.0003482,1.804e-07,3.382e-07,4.994e-05,0.0007945,0.003105
0.20615,9.192,1.444,0.002847,2.714e-14,0.001545,7.277e-08,0.0003257,1.664e-07,3.105e-07,4.778e-05,0.0007752,0.003082
0.20711,9.162,1.44,0.002867,2.598e-14,0.001519,6.606e-08,0.0003043,1.534e-07,2.848e-07,4.569e-05,0.0007561,0.003059
0.20807,9.132,1.436,0.002887,2.485e-14,0.001493,5.991e-08,0.0002841,1.414e-07,2.61e-07,4.368e-05,0.0007372,0.003034
0.20905,9.102,1.432,0.002907,2.377e-14,0.001467,5.429e-08,0.000265,1.302e-07,2.391e-07,4.173e-05,0.0007184,0.003009
0.21002,9.072,1.427,0.002926,2.273e-14,0.001442,4.915e-08,0.0002469,1.198e-07,2.187e-07,3.985e-05,0.0006998,0.002984
0.21101,9.042,1.423,0.002945,2.173e-14,0.001416,4.445e-08,0.0002299,1.102e-07,2e-07,3.803e-05,0.0006814,0.002958
0.212,9.011,1.419,0.002964,2.077e-14,0.00139,4.017e-08,0.0002138,1.013e-07,1.827e-07,3.628e-05,0.0006633,0.002932
0.21301,8.981,1.415,0.002983,1.984e-14,0.001364,3.627e-08,0.0001987,9.308e-08,1.667e-07,3.459e-05,0.0006453,0.002905
0.21401,8.95,1.41,0.003002,1.895e-14,0.001338,3.271e-08,0.0001845,8.546e-08,1.52e-07,3.297e-05,0.0006276,0.002877
0.21503,8.92,1.406,0.00302,1.809e-14,0.001313,2.948e-08,0.0001711,7.841e-08,1.385e-07,3.14e-05,0.00061,0.00285
0.21605,8.889,1.401,0.003038,1.727e-14,0.001287,2.655e-08,0.0001586,7.189e-08,1.26e-07,2.99e-05,0.0005927,0.002821
0.21708,8.858,1.397,0.003056,1.648e-14,0.001261,2.388e-08,0.0001469,6.587e-08,1.146e-07,2.845e-05,0.0005757,0.002792
0.21811,8.827,1.393,0.003074,1.572e-14,0.001236,2.146e-08,0.0001359,6.031e-08,1.042e-07,2.706e-05,0.0005589,0.002763
0.21916,8.797,1.388,0.003091,1.499e-14,0.00121,1.927e-08,0.0001256,5.517e-08,9.457e-08,2.572e-05,0.0005423,0.002733
0.22021,8.766,1.383,0.003108,1.429e-14,0.001185,1.729e-08,0.000116,5.044e-08,8.578e-08,2.444e-05,0.000526,0.002703
0.22126,8.735,1.379,0.003125,1.362e-14,0.001159,1.549e-08,0.0001071,4.608e-08,7.774e-08,2.321e-05,0.00051,0.002672
0.22233,8.703,1.374,0.003141,1.298e-14,0.001134,1.387e-08,9.875e-05,4.206e-08,7.04e-08,2.203e-05,0.0004942,0.002642
0.2234,8.672,1.369,0.003157,1.237e-14,0.001109,1.241e-08,9.098e-05,3.836e-08,6.369e-08,2.09e-05,0.0004787,0.00261
0.22447,8.641,1.365,0.003172,1.178e-14,0.001084,1.11e-08,8.376e-05,3.497e-08,5.757e-08,1.981e-05,0.0004635,0.002579
0.22556,8.61,1.36,0.003187,1.121e-14,0.00106,9.909e-09,7.704e-05,3.184e-08,5.199e-08,1.878e-05,0.0004485,0.002547
0.22665,8.579,1.355,0.003202,1.067e-14,0.001035,8.841e-09,7.08e-05,2.898e-08,4.692e-08,1.779e-05,0.0004339,0.002514
0.22775,8.547,1.35,0.003217,1.015e-14,0.001011,7.882e-09,6.502e-05,2.635e-08,4.23e-08,1.684e-05,0.0004195,0.002482
0.22885,8.516,1.345,0.003231,9.659e-15,0.0009865,7.02e-09,5.966e-05,2.394e-08,3.81e-08,1.594e-05,0.0004054,0.002449
0.22997,8.484,1.34,0.003244,9.186e-15,0.0009626,6.247e-09,5.47e-05,2.174e-08,3.429e-08,1.507e-05,0.0003916,0.002416
0.23108,8.453,1.335,0.003257,8.735e-15,0.0009389,5.555e-09,5.011e-05,1.972e-08,3.084e-08,1.425e-05,0.0003781,0.002383
0.23221,8.422,1.33,0.00327,8.303e-15,0.0009154,4.935e-09,4.587e-05,1.788e-08,2.771e-08,1.346e-05,0.0003649,0.002349
0.23334,8.39,1.325,0.003282,7.891e-15,0.0008922,4.38e-09,4.196e-05,1.619e-08,2.488e-08,1.272e-05,0.000352,0.002316
0.23448,8.359,1.32,0.003293,7.497e-15,0.0008692,3.885e-09,3.835e-05,1.466e-08,2.231e-08,1.2e-05,0.0003394,0.002282
0.23563,8.327,1.315,0.003304,7.122e-15,0.0008465,3.442e-09,3.502e-05,1.325e-08,2e-08,1.133e-05,0.0003271,0.002248
0.23678,8.295,1.31,0.003315,6.764e-15,0.0008241,3.048e-09,3.196e-05,1.198e-08,1.791e-08,1.068e-05,0.0003151,0.002214
0.23793,8.264,1.305,0.003325,6.423e-15,0.000802,2.696e-09,2.915e-05,1.082e-08,1.602e-08,1.007e-05,0.0003034,0.002181
0.2391,8.232,1.299,0.003335,6.097e-15,0.0007802,2.384e-09,2.656e-05,9.761e-09,1.433e-08,9.49e-06,0.000292,0.002147
0.24027,8.201,1.294,0.003344,5.787e-15,0.0007587,2.105e-09,2.419e-05,8.801e-09,1.28e-08,8.938e-06,0.0002809,0.002113
0.24145,8.169,1.289,0.003352,5.492e-15,0.0007376,1.858e-09,2.201e-05,7.93e-09,1.142e-08,8.415e-06,0.0002701,0.002079
0.24263,8.138,1.283,0.00336,5.211e-15,0.0007167,1.639e-09,2.001e-05,7.139e-09,1.019e-08,7.919e-06,0.0002596,0.002045
0.24382,8.106,1.278,0.003368,4.943e-15,0.0006962,1.444e-09,1.818e-05,6.423e-09,9.081e-09,7.449e-06,0.0002494,0.002011
0.24501,8.075,1.272,0.003374,4.689e-15,0.000676,1.272e-09,1.651e-05,5.775e-09,8.087e-09,7.004e-06,0.0002394,0.001978
0.24621,8.043,1.267,0.003381,4.447e-15,0.0006562,1.119e-09,1.498e-05,5.188e-09,7.197e-09,6.583e-06,0.0002298,0.001944
0.24742,8.012,1.261,0.003386,4.216e-15,0.0006367,9.844e-10,1.358e-05,4.658e-09,6.399e-09,6.185e-06,0.0002205,0.001911
0.24863,7.98,1.256,0.003392,3.997e-15,0.0006176,8.651e-10,1.231e-05,4.179e-09,5.686e-09,5.808e-06,0.0002114,0.001878
0.24985,7.949,1.25,0.003396,3.789e-15,0.0005988,7.597e-10,1.115e-05,3.746e-09,5.049e-09,5.453e-06,0.0002027,0.001844
0.25107,7.917,1.245,0.0034,3.591e-15,0.0005804,6.666e-10,1.009e-05,3.357e-09,4.479e-09,5.117e-06,0.0001942,0.001811
0.2523,7.886,1.239,0.003404,3.402e-15,0.0005624,5.845e-10,9.123e-06,3.005e-09,3.971e-09,4.799e-06,0.000186,0.001779
0.25354,7.855,1.233,0.003407,3.223e-15,0.0005448,5.122e-10,8.245e-06,2.689e-09,3.519e-09,4.499e-06,0.0001781,0.001746
0.25478,7.823,1.227,0.00341,3.052e-15,0.0005275,4.484e-10,7.448e-06,2.404e-09,3.115e-09,4.215e-06,0.0001704,0.001713
0.25602,7.792,1.222,0.003412,2.889e-15,0.0005107,3.922e-10,6.723e-06,2.148e-09,2.756e-09,3.948e-06,0.000163,0.00168
0.25727,7.761,1.216,0.003413,2.734e-15,0.0004942,3.427e-10,6.065e-06,1.918e-09,2.437e-09,3.694e-06,0.0001559,0.001647
0.25853,7.73,1.21,0.003415,2.585e-15,0.0004781,2.992e-10,5.469e-06,1.712e-09,2.153e-09,3.454e-06,0.000149,0.001614
0.25979,7.699,1.204,0.003416,2.443e-15,0.0004624,2.608e-10,4.928e-06,1.527e-09,1.901e-09,3.227e-06,0.0001424,0.00158
0.26106,7.667,1.198,0.003416,2.306e-15,0.0004471,2.271e-10,4.438e-06,1.361e-09,1.678e-09,3.012e-06,0.000136,0.001545
0.26233,7.636,1.192,0.003417,2.175e-15,0.0004322,1.975e-10,3.995e-06,1.213e-09,1.48e-09,2.808e-06,0.0001299,0.00151
0.26361,7.605,1.186,0.003417,2.049e-15,0.0004177,1.714e-10,3.594e-06,1.08e-09,1.304e-09,2.614e-06,0.000124,0.001474
0.26489,7.574,1.18,0.003416,1.928e-15,0.0004035,1.485e-10,3.232e-06,9.608e-10,1.149e-09,2.43e-06,0.0001183,0.001436
0.26618,7.544,1.174,0.003416,1.811e-15,0.0003898,1.284e-10,2.904e-06,8.545e-10,1.011e-09,2.255e-06,0.0001129,0.001398
0.26747,7.513,1.168,0.003415,1.698e-15,0.0003764,1.108e-10,2.609e-06,7.595e-10,8.895e-10,2.088e-06,0.0001076,0.001358
0.26877,7.482,1.162,0.003414,1.589e-15,0.0003634,9.539e-11,2.342e-06,6.747e-10,7.821e-10,1.929e-06,0.0001026,0.001316
0.27008,7.451,1.156,0.003413,1.483e-15,0.0003508,8.188e-11,2.102e-06,5.99e-10,6.872e-10,1.779e-06,9.781e-05,0.001273
0.27139,7.42,1.149,0.003412,1.381e-15,0.0003385,7.008e-11,1.885e-06,5.315e-10,6.034e-10,1.635e-06,9.319e-05,0.001228
0.2727,7.39,1.143,0.00341,1.283e-15,0.0003265,5.979e-11,1.689e-06,4.714e-10,5.296e-10,1.499e-06,8.875e-05,0.001182
0.27402,7.359,1.137,0.003408,1.188e-15,0.0003149,5.085e-11,1.513e-06,4.178e-10,4.644e-10,1.371e-06,8.45e-05,0.001134
0.27535,7.329,1.131,0.003405,1.097e-15,0.0003037,4.31e-11,1.355e-06,3.7e-10,4.07e-10,1.249e-06,8.043e-05,0.001085
0.27668,7.298,1.124,0.003403,1.01e-15,0.0002927,3.64e-11,1.212e-06,3.275e-10,3.565e-10,1.135e-06,7.652e-05,0.001035
0.27802,7.268,1.118,0.003399,9.272e-16,0.000282,3.063e-11,1.084e-06,2.897e-10,3.12e-10,1.027e-06,7.277e-05,0.0009842
0.27937,7.237,1.112,0.003395,8.485e-16,0.0002717,2.569e-11,9.687e-07,2.561e-10,2.729e-10,9.27e-07,6.918e-05,0.0009328
0.28072,7.207,1.105,0.003391,7.741e-16,0.0002616,2.147e-11,8.652e-07,2.263e-10,2.385e-10,8.338e-07,6.573e-05,0.0008814
0.28207,7.177,1.099,0.003385,7.042e-16,0.0002518,1.788e-11,7.722e-07,1.998e-10,2.083e-10,7.476e-07,6.244e-05,0.0008303
0.28343,7.146,1.092,0.003379,6.386e-16,0.0002423,1.483e-11,6.888e-07,1.763e-10,1.818e-10,6.68e-07,5.928e-05,0.0007796
0.28479,7.116,1.086,0.003373,5.774e-16,0.0002331,1.226e-11,6.141e-07,1.554e-10,1.586e-10,5.95e-07,5.626e-05,0.0007297
0.28616,7.086,1.079,0.003366,5.206e-16,0.0002241,1.011e-11,5.471e-07,1.369e-10,1.382e-10,5.283e-07,5.337e-05,0.0006809
0.28754,7.056,1.072,0.003357,4.681e-16,0.0002154,8.302e-12,4.872e-07,1.206e-10,1.204e-10,4.677e-07,5.06e-05,0.0006337
0.28892,7.026,1.066,0.003349,4.199e-16,0.000207,6.8e-12,4.336e-07,1.061e-10,1.048e-10,4.129e-07,4.796e-05,0.0005881
0.2903,6.997,1.059,0.003339,3.758e-16,0.0001988,5.554e-12,3.856e-07,9.336e-11,9.121e-11,3.636e-07,4.544e-05,0.0005444
0.29169,6.967,1.052,0.003329,3.355e-16,0.0001909,4.524e-12,3.428e-07,8.207e-11,7.931e-11,3.193e-07,4.304e-05,0.0005028
0.29308,6.937,1.046,0.003318,2.99e-16,0.0001833,3.676e-12,3.046e-07,7.211e-11,6.893e-11,2.798e-07,4.074e-05,0.0004634
0.29447,6.908,1.039,0.003307,2.659e-16,0.0001759,2.98e-12,2.706e-07,6.333e-11,5.987e-11,2.447e-07,3.856e-05,0.0004262
0.29587,6.879,1.032,0.003295,2.361e-16,0.0001687,2.411e-12,2.402e-07,5.559e-11,5.198e-11,2.136e-07,3.648e-05,0.0003912
0.29727,6.849,1.025,0.003282,2.094e-16,0.0001618,1.947e-12,2.131e-07,4.878e-11,4.51e-11,1.861e-07,3.45e-05,0.0003585
0.29868,6.82,1.019,0.00327,1.853e-16,0.0001552,1.569e-12,1.891e-07,4.278e-11,3.912e-11,1.619e-07,3.262e-05,0.000328
0.30009,6.791,1.012,0.003256,1.639e-16,0.0001488,1.263e-12,1.676e-07,3.751e-11,3.392e-11,1.406e-07,3.083e-05,0.0002997
0.3015,6.762,1.005,0.003242,1.447e-16,0.0001426,1.014e-12,1.486e-07,3.287e-11,2.94e-11,1.219e-07,2.913e-05,0.0002735
0.30291,6.733,0.998,0.003228,1.277e-16,0.0001366,8.14e-13,1.317e-07,2.88e-11,2.547e-11,1.056e-07,2.752e-05,0.0002493
0.30433,6.705,0.991,0.003214,1.125e-16,0.0001309,6.524e-13,1.166e-07,2.522e-11,2.206e-11,9.141e-08,2.599e-05,0.000227
0.30575,6.676,0.984,0.003199,9.909e-17,0.0001253,5.223e-13,1.033e-07,2.208e-11,1.909e-11,7.902e-08,2.454e-05,0.0002065
0.30718,6.648,0.977,0.003184,8.719e-17,0.00012,4.177e-13,9.14e-08,1.932e-11,1.652e-11,6.825e-08,2.317e-05,0.0001877
0.3086,6.619,0.97,0.003168,7.667e-17,0.0001149,3.337e-13,8.089e-08,1.69e-11,1.43e-11,5.89e-08,2.186e-05,0.0001705
0.31003,6.591,0.963,0.003153,6.738e-17,0.00011,2.664e-13,7.156e-08,1.478e-11,1.236e-11,5.079e-08,2.063e-05,0.0001547
0.31146,6.563,0.956,0.003137,5.918e-17,0.0001053,2.125e-13,6.329e-08,1.293e-11,1.069e-11,4.376e-08,1.946e-05,0.0001403
0.3129,6.535,0.949,0.003121,5.195e-17,0.0001008,1.694e-13,5.597e-08,1.13e-11,9.24e-12,3.769e-08,1.836e-05,0.0001272
0.31434,6.507,0.942,0.003105,4.559e-17,9.64e-05,1.349e-13,4.948e-08,9.876e-12,7.984e-12,3.244e-08,1.731e-05,0.0001153
0.31578,6.48,0.935,0.003089,3.999e-17,9.222e-05,1.074e-13,4.373e-08,8.628e-12,6.898e-12,2.791e-08,1.632e-05,0.0001044
0.31722,6.452,0.928,0.003072,3.506e-17,8.821e-05,8.543e-14,3.864e-08,7.536e-12,5.957e-12,2.399e-08,1.538e-05,9.45e-05
0.31866,6.425,0.921,0.003055,3.073e-17,8.436e-05,6.794e-14,3.413e-08,6.581e-12,5.143e-12,2.062e-08,1.45e-05,8.552e-05
0.32011,6.398,0.914,0.003039,2.693e-17,8.066e-05,5.4e-14,3.014e-08,5.745e-12,4.44e-12,1.772e-08,1.366e-05,7.736e-05
0.32156,6.37,0.907,0.003022,2.36e-17,7.712e-05,4.29e-14,2.661e-08,5.015e-12,3.831e-12,1.522e-08,1.287e-05,6.996e-05
0.32302,6.343,0.9,0.003005,2.067e-17,7.372e-05,3.406e-14,2.349e-08,4.376e-12,3.306e-12,1.306e-08,1.213e-05,6.325e-05
0.32447,6.316,0.893,0.002988,1.81e-17,7.047e-05,2.704e-14,2.074e-08,3.817e-12,2.851e-12,1.121e-08,1.142e-05,5.717e-05
0.32593,6.29,0.886,0.00297,1.585e-17,6.735e-05,2.146e-14,1.83e-08,3.33e-12,2.459e-12,9.621e-09,1.076e-05,5.166e-05
0.32739,6.263,0.879,0.002953,1.387e-17,6.436e-05,1.702e-14,1.614e-08,2.903e-12,2.12e-12,8.253e-09,1.013e-05,4.668e-05
0.32885,6.236,0.872,0.002936,1.214e-17,6.149e-05,1.349e-14,1.424e-08,2.531e-12,1.827e-12,7.078e-09,9.533e-06,4.216e-05
0.33032,6.21,0.864,0.002918,1.062e-17,5.874e-05,1.07e-14,1.256e-08,2.206e-12,1.574e-12,6.069e-09,8.973e-06,3.808e-05
0.33179,6.183,0.857,0.002901,9.296e-18,5.611e-05,8.477e-15,1.107e-08,1.923e-12,1.356e-12,5.203e-09,8.445e-06,3.439e-05
0.33326,6.157,0.85,0.002883,8.134e-18,5.36e-05,6.715e-15,9.757e-09,1.675e-12,1.168e-12,4.459e-09,7.947e-06,3.105e-05
0.33473,6.131,0.843,0.002866,7.116e-18,5.119e-05,5.319e-15,8.599e-09,1.459e-12,1.006e-12,3.821e-09,7.477e-06,2.803e-05
0.3362,6.105,0.836,0.002848,6.225e-18,4.888e-05,4.211e-15,7.577e-09,1.271e-12,8.661e-13,3.274e-09,7.034e-06,2.53e-05
0.33768,6.079,0.828,0.00283,5.445e-18,4.667e-05,3.334e-15,6.674e-09,1.106e-12,7.455e-13,2.804e-09,6.616e-06,2.283e-05
0.33916,6.054,0.821,0.002813,4.762e-18,4.455e-05,2.638e-15,5.879e-09,9.629e-13,6.415e-13,2.402e-09,6.222e-06,2.061e-05
0.34065,6.028,0.814,0.002795,4.165e-18,4.253e-05,2.088e-15,5.177e-09,8.38e-13,5.519e-13,2.057e-09,5.85e-06,1.86e-05
0.34213,6.003,0.807,0.002777,3.642e-18,4.059e-05,1.651e-15,4.558e-09,7.292e-13,4.747e-13,1.761e-09,5.501e-06,1.678e-05
0.34362,5.977,0.799,0.002759,3.185e-18,3.874e-05,1.306e-15,4.012e-09,6.343e-13,4.082e-13,1.508e-09,5.171e-06,1.514e-05
0.34511,5.952,0.792,0.002742,2.785e-18,3.697e-05,1.033e-15,3.531e-09,5.517e-13,3.51e-13,1.291e-09,4.86e-06,1.366e-05
0.3466,5.927,0.785,0.002724,2.436e-18,3.527e-05,8.166e-16,3.107e-09,4.798e-13,3.017e-13,1.105e-09,4.568e-06,1.232e-05
0.3481,5.902,0.777,0.002706,2.13e-18,3.365e-05,6.455e-16,2.733e-09,4.171e-13,2.593e-13,9.46e-10,4.293e-06,1.112e-05
0.3496,5.877,0.77,0.002688,1.863e-18,3.21e-05,5.101e-16,2.404e-09,3.625e-13,2.228e-13,8.096e-10,4.033e-06,1.003e-05
0.3511,5.852,0.763,0.00267,1.629e-18,3.062e-05,4.031e-16,2.114e-09,3.151e-13,1.914e-13,6.929e-10,3.789e-06,9.049e-06
0.3526,5.827,0.755,0.002652,1.424e-18,2.921e-05,3.185e-16,1.859e-09,2.737e-13,1.644e-13,5.929e-10,3.559e-06,8.163e-06
0.35411,5.803,0.748,0.002634,1.245e-18,2.786e-05,2.516e-16,1.634e-09,2.378e-13,1.411e-13,5.074e-10,3.343e-06,7.364e-06
0.35561,5.778,0.741,0.002617,1.089e-18,2.656e-05,1.987e-16,1.436e-09,2.065e-13,1.212e-13,4.341e-10,3.14e-06,6.643e-06
0.35712,5.754,0.733,0.002599,9.523e-19,2.533e-05,1.569e-16,1.262e-09,1.793e-13,1.04e-13,3.714e-10,2.948e-06,5.993e-06
0.35864,5.73,0.726,0.002581,8.328e-19,2.415e-05,1.239e-16,1.109e-09,1.557e-13,8.923e-14,3.178e-10,2.768e-06,5.407e-06
0.36015,5.706,0.719,0.002563,7.283e-19,2.302e-05,9.784e-17,9.739e-10,1.351e-13,7.655e-14,2.719e-10,2.599e-06,4.878e-06
0.36167,5.682,0.711,0.002545,6.37e-19,2.194e-05,0.0,8.553e-10,1.173e-13,6.566e-14,2.326e-10,2.439e-06,4.401e-06
0.36319,5.658,0.704,0.002527,5.571e-19,2.091e-05,0.0,7.511e-10,1.017e-13,5.631e-14,1.99e-10,2.289e-06,3.971e-06
0.36472,5.634,0.696,0.00251,4.873e-19,1.993e-05,0.0,6.594e-10,8.826e-14,4.827e-14,1.703e-10,2.148e-06,3.583e-06
0.36624,5.61,0.689,0.002492,4.262e-19,1.899e-05,0.0,5.788e-10,7.655e-14,4.138e-14,1.457e-10,2.016e-06,3.233e-06
0.36777,5.586,0.682,0.002474,3.729e-19,1.81e-05,0.0,5.079e-10,6.638e-14,3.546e-14,1.246e-10,1.892e-06,2.918e-06
0.3693,5.563,0.674,0.002457,3.262e-19,1.724e-05,0.0,4.457e-10,5.754e-14,3.038e-14,1.066e-10,1.775e-06,2.633e-06
0.37084,5.54,0.667,0.002439,2.854e-19,1.643e-05,0.0,3.91e-10,4.988e-14,2.603e-14,9.122e-11,1.665e-06,2.377e-06
0.37237,5.516,0.659,0.002421,2.497e-19,1.565e-05,0.0,3.429e-10,4.322e-14,2.229e-14,7.805e-11,1.561e-06,2.145e-06
